requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P15-REQ-277,Correspondence & Records,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No letter, no email capture, no correspondence log. It is one of the largest untraced modules in the register and the absence is complete."
P15-REQ-278,Version & Revision Control,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-279,Markup & Review,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No annotation, no markup layer, no review round, no comment resolution. A drawing can be stored and read and not marked up."
P15-REQ-280,OCR & Content Extraction,not_verified,partial,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"The pipeline is modeled properly — a version moves through scanning, extracting and indexed, sheets carry per-page extracted text, and extractions carry what a model found with its prompt version and a currency flag. The governed AI analyst classifies sheets and extracts quantity candidates with citations. There is no OCR engine in the platform: extracted text arrives from the ingestion pipeline rather than being produced here, and a scanned drawing with no text layer yields nothing."
P15-REQ-281,Plan & Spec Intelligence,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-282,Document Search & Retrieval,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-283,Records Retention & Legal Hold,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"Nothing expires, nothing is disposed of on a schedule, and there is no legal hold that would stop it — the same absence P28 recorded platform-wide."
P15-REQ-284,External Collaboration,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No external party can reach a document. There is no share, no guest access, no expiring link, and no external reviewer."
P15-REQ-285,Field Document Access,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No offline access, no device sync, no field-optimized viewer. Documents are readable in the application and nowhere else."
P15-REQ-286,BIM/CDE Coordination,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No model, no IFC, no common data environment, no clash detection, no federated view."
P15-REQ-287,Closeout & Turnover,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No closeout package, no as-built assembly, no O&M manual collection, no warranty document set, no owner turnover."
P15-REQ-288,Document Intelligence Digital Twin,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P15-REQ-289,Document Control,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-290,Drawing Management,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-291,Specification Management,not_verified,partial,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"Specifications are a document type and a submittal names the spec section it answers. There is no specification structure: no division or section hierarchy, no requirement extracted from a section, and nothing linking a spec paragraph to the submittal or the work that satisfies it."
P15-REQ-292,Submittals,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-293,RFIs,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-294,Transmittals & Distribution,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No transmittal, no distribution list, no record of who was sent which revision, and no acknowledgment — the platform sends nothing to anybody."
P15-REQ-295,Correspondence & Records,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No letter, no email capture, no correspondence log. It is one of the largest untraced modules in the register and the absence is complete."
P15-REQ-296,Version & Revision Control,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-297,Markup & Review,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No annotation, no markup layer, no review round, no comment resolution. A drawing can be stored and read and not marked up."
P15-REQ-298,OCR & Content Extraction,not_verified,partial,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"The pipeline is modeled properly — a version moves through scanning, extracting and indexed, sheets carry per-page extracted text, and extractions carry what a model found with its prompt version and a currency flag. The governed AI analyst classifies sheets and extracts quantity candidates with citations. There is no OCR engine in the platform: extracted text arrives from the ingestion pipeline rather than being produced here, and a scanned drawing with no text layer yields nothing."
P15-REQ-299,Plan & Spec Intelligence,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-300,Document Search & Retrieval,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-301,Records Retention & Legal Hold,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"Nothing expires, nothing is disposed of on a schedule, and there is no legal hold that would stop it — the same absence P28 recorded platform-wide."
P15-REQ-302,External Collaboration,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No external party can reach a document. There is no share, no guest access, no expiring link, and no external reviewer."
P15-REQ-303,Field Document Access,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No offline access, no device sync, no field-optimized viewer. Documents are readable in the application and nowhere else."
P15-REQ-304,BIM/CDE Coordination,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No model, no IFC, no common data environment, no clash detection, no federated view."
P15-REQ-305,Closeout & Turnover,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No closeout package, no as-built assembly, no O&M manual collection, no warranty document set, no owner turnover."
P15-REQ-306,Document Intelligence Digital Twin,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P15-REQ-307,Document Control,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-308,Drawing Management,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-309,Specification Management,not_verified,partial,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"Specifications are a document type and a submittal names the spec section it answers. There is no specification structure: no division or section hierarchy, no requirement extracted from a section, and nothing linking a spec paragraph to the submittal or the work that satisfies it."
P15-REQ-310,Submittals,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-311,RFIs,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-312,Transmittals & Distribution,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No transmittal, no distribution list, no record of who was sent which revision, and no acknowledgment — the platform sends nothing to anybody."
P15-REQ-313,Correspondence & Records,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No letter, no email capture, no correspondence log. It is one of the largest untraced modules in the register and the absence is complete."
P15-REQ-314,Version & Revision Control,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-315,Markup & Review,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No annotation, no markup layer, no review round, no comment resolution. A drawing can be stored and read and not marked up."
P15-REQ-316,OCR & Content Extraction,not_verified,partial,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"The pipeline is modeled properly — a version moves through scanning, extracting and indexed, sheets carry per-page extracted text, and extractions carry what a model found with its prompt version and a currency flag. The governed AI analyst classifies sheets and extracts quantity candidates with citations. There is no OCR engine in the platform: extracted text arrives from the ingestion pipeline rather than being produced here, and a scanned drawing with no text layer yields nothing."
P15-REQ-317,Plan & Spec Intelligence,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-318,Document Search & Retrieval,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-319,Records Retention & Legal Hold,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"Nothing expires, nothing is disposed of on a schedule, and there is no legal hold that would stop it — the same absence P28 recorded platform-wide."
P15-REQ-320,External Collaboration,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No external party can reach a document. There is no share, no guest access, no expiring link, and no external reviewer."
P15-REQ-321,Field Document Access,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No offline access, no device sync, no field-optimized viewer. Documents are readable in the application and nowhere else."
P15-REQ-322,BIM/CDE Coordination,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No model, no IFC, no common data environment, no clash detection, no federated view."
P15-REQ-323,Closeout & Turnover,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No closeout package, no as-built assembly, no O&M manual collection, no warranty document set, no owner turnover."
P15-REQ-324,Document Intelligence Digital Twin,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P15-REQ-325,Document Control,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-326,Drawing Management,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-327,Specification Management,not_verified,partial,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"Specifications are a document type and a submittal names the spec section it answers. There is no specification structure: no division or section hierarchy, no requirement extracted from a section, and nothing linking a spec paragraph to the submittal or the work that satisfies it."
P15-REQ-328,Submittals,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-329,RFIs,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-330,Transmittals & Distribution,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No transmittal, no distribution list, no record of who was sent which revision, and no acknowledgment — the platform sends nothing to anybody."
P15-REQ-331,Correspondence & Records,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No letter, no email capture, no correspondence log. It is one of the largest untraced modules in the register and the absence is complete."
P15-REQ-332,Version & Revision Control,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-333,Markup & Review,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No annotation, no markup layer, no review round, no comment resolution. A drawing can be stored and read and not marked up."
P15-REQ-334,OCR & Content Extraction,not_verified,partial,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"The pipeline is modeled properly — a version moves through scanning, extracting and indexed, sheets carry per-page extracted text, and extractions carry what a model found with its prompt version and a currency flag. The governed AI analyst classifies sheets and extracts quantity candidates with citations. There is no OCR engine in the platform: extracted text arrives from the ingestion pipeline rather than being produced here, and a scanned drawing with no text layer yields nothing."
P15-REQ-335,Plan & Spec Intelligence,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-336,Document Search & Retrieval,verified,built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,
P15-REQ-337,Records Retention & Legal Hold,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"Nothing expires, nothing is disposed of on a schedule, and there is no legal hold that would stop it — the same absence P28 recorded platform-wide."
P15-REQ-338,External Collaboration,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No external party can reach a document. There is no share, no guest access, no expiring link, and no external reviewer."
P15-REQ-339,Field Document Access,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No offline access, no device sync, no field-optimized viewer. Documents are readable in the application and nowhere else."
P15-REQ-340,BIM/CDE Coordination,not_verified,not_built,,authorized workflow; revision/version behavior; search/retrieval; audit history; linked-record integrity; mapped test evidence,"No model, no IFC, no common data environment, no clash detection, no federated view."
