requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P19-REQ-242,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-243,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-244,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-245,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-246,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-247,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-248,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-249,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-250,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-251,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-252,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-253,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-254,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-255,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-256,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-257,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-258,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-259,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-260,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-261,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-262,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-263,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-264,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-265,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-266,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-267,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-268,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-269,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-270,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-271,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-272,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-273,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-274,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-275,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-276,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-277,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-278,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-279,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-280,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-281,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-282,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-283,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-284,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-285,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-286,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-287,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-288,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-289,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-290,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-291,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-292,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-293,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-294,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-295,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-296,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-297,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-298,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-299,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-300,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-301,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-302,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-303,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-304,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-305,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-306,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-307,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-308,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-309,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-310,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-311,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-312,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-313,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-314,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-315,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-316,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-317,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-318,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-319,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-320,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-321,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-322,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-323,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-324,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-325,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-326,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-327,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-328,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-329,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-330,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-331,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-332,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-333,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-334,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-335,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-336,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-337,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-338,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-339,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-340,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-341,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-342,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-343,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-344,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-345,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-346,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-347,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-348,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-349,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-350,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-351,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-352,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-353,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-354,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-355,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-356,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-357,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-358,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-359,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-360,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-361,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-362,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
