requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P12-REQ-236,Documents & Media,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Documents are versioned and searchable platform-wide and nothing links one to an asset. A machine's manual, its purchase invoice and its inspection photographs have nowhere to live."
P12-REQ-237,Mobile & Offline,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No offline capture, no device sync, no field-optimized entry for meter readings or inspections."
P12-REQ-238,Fleet Intelligence,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No failure prediction, no cost-per-hour trend, no replacement analysis, no utilization benchmark."
P12-REQ-239,Fleet Digital Twin,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P12-REQ-240,Administration & Integration,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Row level security, permissions, the connector framework with recorded runs, and a versioned public API are all in place and govern fleet data like everything else. There is no fleet-specific administration: no equipment class configuration, no rate table maintenance screen, no telematics provider mapping."
P12-REQ-241,Fleet Registry,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-242,Asset Lifecycle,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"An asset records acquisition cost, ownership, in-service date and a disposal that must carry its date. There is no lifecycle accounting: no depreciation schedule, no book value, no disposal proceeds or gain, and no transfer between divisions."
P12-REQ-243,Preventive Maintenance,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-244,Corrective Maintenance,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-245,Inspections,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Work orders carry an inspection type and the safety module carries general inspections with deficiencies and verified closure. There is no equipment inspection: no daily walkaround checklist, no defect that takes a machine out of service, no operator sign-off."
P12-REQ-246,Telematics & IoT,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Assets carry a last telemetry timestamp, meter readings carry a telematics source, and the connector framework is governed with runs recorded. No live feed is consumed: no fault code, no geofence, no idle detection, no position history."
P12-REQ-247,Fuel & Energy,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-248,Parts & Components,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Work orders carry parts cost, and inventory can hold parts with a transaction ledger and reorder points. There is no parts catalog per machine, no serialized component tracking, and no component life against its parent asset."
P12-REQ-249,Work Orders,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-250,Shop Operations,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No shop, no bay, no technician schedule, no labor booking against a work order, no shop capacity."
P12-REQ-251,Field Service,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No field service call, no mobile mechanic, no dispatch to a breakdown, no service van inventory."
P12-REQ-252,Rental & Leased Assets,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Assets record whether they are owned, leased or rented and can be marked rented out. Nothing manages a rental: no agreement, no rate, no on-rent and off-rent dates, no return condition, no idle-rental alert."
P12-REQ-253,Compliance,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No registration or renewal tracking, no DOT inspection, no emissions record, no operator licensing tied to the machine class rather than to the person."
P12-REQ-254,Safety & Risk,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Operator qualification is now enforced: an employee cannot be assigned to work whose mandatory credentials they do not hold. Equipment incidents are recordable through the safety module. There is no equipment-specific risk register, no lockout/tagout, and no defect reporting that takes a machine out of service."
P12-REQ-255,Utilization & Dispatch,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Assignments cannot overlap for one machine, utilization is computed for the fleet screen, and a schedule activity can carry the resources it needs. There is no dispatch: no board, no request, no assignment against a daily plan."
P12-REQ-256,Equipment Costing,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-257,Warranty & Claims,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"A work order can be typed as warranty and nothing else exists: no warranty term, no coverage check, no claim, no recovery."
P12-REQ-258,Tires & Undercarriage,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No tire or undercarriage register, no wear measurement, no replacement forecast — a significant cost category on tracked equipment with no representation at all."
P12-REQ-259,Attachments & Tools,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No attachment register, no tool crib, no assignment of an attachment to a machine or a person."
P12-REQ-260,Documents & Media,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Documents are versioned and searchable platform-wide and nothing links one to an asset. A machine's manual, its purchase invoice and its inspection photographs have nowhere to live."
P12-REQ-261,Mobile & Offline,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No offline capture, no device sync, no field-optimized entry for meter readings or inspections."
P12-REQ-262,Fleet Intelligence,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No failure prediction, no cost-per-hour trend, no replacement analysis, no utilization benchmark."
P12-REQ-263,Fleet Digital Twin,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P12-REQ-264,Administration & Integration,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Row level security, permissions, the connector framework with recorded runs, and a versioned public API are all in place and govern fleet data like everything else. There is no fleet-specific administration: no equipment class configuration, no rate table maintenance screen, no telematics provider mapping."
P12-REQ-265,Fleet Registry,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-266,Asset Lifecycle,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"An asset records acquisition cost, ownership, in-service date and a disposal that must carry its date. There is no lifecycle accounting: no depreciation schedule, no book value, no disposal proceeds or gain, and no transfer between divisions."
P12-REQ-267,Preventive Maintenance,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-268,Corrective Maintenance,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-269,Inspections,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Work orders carry an inspection type and the safety module carries general inspections with deficiencies and verified closure. There is no equipment inspection: no daily walkaround checklist, no defect that takes a machine out of service, no operator sign-off."
P12-REQ-270,Telematics & IoT,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Assets carry a last telemetry timestamp, meter readings carry a telematics source, and the connector framework is governed with runs recorded. No live feed is consumed: no fault code, no geofence, no idle detection, no position history."
P12-REQ-271,Fuel & Energy,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-272,Parts & Components,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Work orders carry parts cost, and inventory can hold parts with a transaction ledger and reorder points. There is no parts catalog per machine, no serialized component tracking, and no component life against its parent asset."
P12-REQ-273,Work Orders,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
P12-REQ-274,Shop Operations,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No shop, no bay, no technician schedule, no labor booking against a work order, no shop capacity."
P12-REQ-275,Field Service,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No field service call, no mobile mechanic, no dispatch to a breakdown, no service van inventory."
P12-REQ-276,Rental & Leased Assets,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Assets record whether they are owned, leased or rented and can be marked rented out. Nothing manages a rental: no agreement, no rate, no on-rent and off-rent dates, no return condition, no idle-rental alert."
P12-REQ-277,Compliance,not_verified,not_built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"No registration or renewal tracking, no DOT inspection, no emissions record, no operator licensing tied to the machine class rather than to the person."
P12-REQ-278,Safety & Risk,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Operator qualification is now enforced: an employee cannot be assigned to work whose mandatory credentials they do not hold. Equipment incidents are recordable through the safety module. There is no equipment-specific risk register, no lockout/tagout, and no defect reporting that takes a machine out of service."
P12-REQ-279,Utilization & Dispatch,not_verified,partial,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,"Assignments cannot overlap for one machine, utilization is computed for the fleet screen, and a schedule activity can carry the resources it needs. There is no dispatch: no board, no request, no assignment against a daily plan."
P12-REQ-280,Equipment Costing,verified,built,,required fields and policies are validated; the state transition is recorded; financial and project links are preserved; exceptions are surfaced; an immutable audit event is created,
