requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P14-REQ-227,Subcontractor HSEQ,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Vendors and a cross-company network rating exist, and neither is a safety qualification. No subcontractor prequalification, no insurance or EMR check, no site orientation record, no sub-tier safety performance."
P14-REQ-228,Equipment & Fleet Safety,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Assets carry meter readings that cannot run backwards, maintenance schedules driven by those meters, and work orders that cannot close without a resolution. Operator qualification can now be enforced through the credential requirement matrix by declaring a work type. There is no equipment inspection checklist, no lockout/tagout, and no defect report that takes a machine out of service."
P14-REQ-229,Public & Traffic Safety,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No traffic control plan, no public protection measure, no maintenance-of-traffic record, no complaint from the public."
P14-REQ-230,Corrective & Preventive Action,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A corrective action is required to close an incident, and a deficiency requires a named verifier and a note. There is no CAPA register: no action with an owner and a due date separate from the record that raised it, no effectiveness verification afterwards, and no preventive action distinct from a corrective one."
P14-REQ-231,Audit & Assurance,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Inspections with deficiencies and verified closure are a working assurance loop, and the platform's own audit ledger is strong. There is no HSEQ audit program: no audit plan, no schedule, no findings register separate from deficiencies, no non-conformance grading."
P14-REQ-232,HSEQ Analytics,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A safety summary reporting view exists with security_invoker, over data that is complete enough to compute from. No rate is computed: no TRIR, no LTIR, no DART, no severity rate, and no leading indicator such as observations per hours worked."
P14-REQ-233,AI HSEQ Intelligence,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"The one governed agent reads documents. Nothing applies it to safety, and under RULE-008 anything that did would propose rather than act."
P14-REQ-234,HSEQ Digital Twin,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P14-REQ-235,Safety Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-236,Incident & Near-Miss Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-237,JHA/JSA & Pre-Task Planning,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No job hazard analysis, no job safety analysis, no pre-task plan, no hazard library, and no link from a planned task to the hazards it carries."
P14-REQ-238,Permits to Work,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No permit of any kind — no confined space, no hot work, no excavation, no energized work — and therefore no permit that must be open before the work it governs may start."
P14-REQ-239,Training & Competency,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Credentials carry type, issuer, identifier, issue and expiry dates, a status kept honest against the calendar, and now a requirement matrix that blocks assignment when a mandatory one is unmet. There is no training: no course, no delivery, no attendance beyond a toolbox talk, and no competency assessment separate from holding a certificate."
P14-REQ-240,Environmental Management,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Environmental incidents are a first-class incident type, weather is captured on daily reports and rolled up from a governed connector, and inspections can record anything. There is no environmental management: no permit, no monitoring program, no discharge or dust record, no SWPPP inspection distinct from a general one."
P14-REQ-241,Quality Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-242,Compliance & Regulatory,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"OSHA recordability is modeled properly — the flag, the case number it requires, days away and days restricted, and the incident types that drive it. Nothing produces the 300 log, the 300A summary or any regulatory filing, and no other jurisdiction is modeled."
P14-REQ-243,Industrial Hygiene,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No exposure monitoring, no sampling, no noise or silica or dust record, no health surveillance."
P14-REQ-244,Emergency Management,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No emergency plan, no muster point, no drill record, no emergency contact roster, no incident command."
P14-REQ-245,Subcontractor HSEQ,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Vendors and a cross-company network rating exist, and neither is a safety qualification. No subcontractor prequalification, no insurance or EMR check, no site orientation record, no sub-tier safety performance."
P14-REQ-246,Equipment & Fleet Safety,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Assets carry meter readings that cannot run backwards, maintenance schedules driven by those meters, and work orders that cannot close without a resolution. Operator qualification can now be enforced through the credential requirement matrix by declaring a work type. There is no equipment inspection checklist, no lockout/tagout, and no defect report that takes a machine out of service."
P14-REQ-247,Public & Traffic Safety,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No traffic control plan, no public protection measure, no maintenance-of-traffic record, no complaint from the public."
P14-REQ-248,Corrective & Preventive Action,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A corrective action is required to close an incident, and a deficiency requires a named verifier and a note. There is no CAPA register: no action with an owner and a due date separate from the record that raised it, no effectiveness verification afterwards, and no preventive action distinct from a corrective one."
P14-REQ-249,Audit & Assurance,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Inspections with deficiencies and verified closure are a working assurance loop, and the platform's own audit ledger is strong. There is no HSEQ audit program: no audit plan, no schedule, no findings register separate from deficiencies, no non-conformance grading."
P14-REQ-250,HSEQ Analytics,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A safety summary reporting view exists with security_invoker, over data that is complete enough to compute from. No rate is computed: no TRIR, no LTIR, no DART, no severity rate, and no leading indicator such as observations per hours worked."
P14-REQ-251,AI HSEQ Intelligence,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"The one governed agent reads documents. Nothing applies it to safety, and under RULE-008 anything that did would propose rather than act."
P14-REQ-252,HSEQ Digital Twin,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P14-REQ-253,Safety Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-254,Incident & Near-Miss Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-255,JHA/JSA & Pre-Task Planning,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No job hazard analysis, no job safety analysis, no pre-task plan, no hazard library, and no link from a planned task to the hazards it carries."
P14-REQ-256,Permits to Work,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No permit of any kind — no confined space, no hot work, no excavation, no energized work — and therefore no permit that must be open before the work it governs may start."
P14-REQ-257,Training & Competency,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Credentials carry type, issuer, identifier, issue and expiry dates, a status kept honest against the calendar, and now a requirement matrix that blocks assignment when a mandatory one is unmet. There is no training: no course, no delivery, no attendance beyond a toolbox talk, and no competency assessment separate from holding a certificate."
P14-REQ-258,Environmental Management,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Environmental incidents are a first-class incident type, weather is captured on daily reports and rolled up from a governed connector, and inspections can record anything. There is no environmental management: no permit, no monitoring program, no discharge or dust record, no SWPPP inspection distinct from a general one."
P14-REQ-259,Quality Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-260,Compliance & Regulatory,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"OSHA recordability is modeled properly — the flag, the case number it requires, days away and days restricted, and the incident types that drive it. Nothing produces the 300 log, the 300A summary or any regulatory filing, and no other jurisdiction is modeled."
P14-REQ-261,Industrial Hygiene,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No exposure monitoring, no sampling, no noise or silica or dust record, no health surveillance."
P14-REQ-262,Emergency Management,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No emergency plan, no muster point, no drill record, no emergency contact roster, no incident command."
P14-REQ-263,Subcontractor HSEQ,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Vendors and a cross-company network rating exist, and neither is a safety qualification. No subcontractor prequalification, no insurance or EMR check, no site orientation record, no sub-tier safety performance."
P14-REQ-264,Equipment & Fleet Safety,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Assets carry meter readings that cannot run backwards, maintenance schedules driven by those meters, and work orders that cannot close without a resolution. Operator qualification can now be enforced through the credential requirement matrix by declaring a work type. There is no equipment inspection checklist, no lockout/tagout, and no defect report that takes a machine out of service."
P14-REQ-265,Public & Traffic Safety,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No traffic control plan, no public protection measure, no maintenance-of-traffic record, no complaint from the public."
P14-REQ-266,Corrective & Preventive Action,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A corrective action is required to close an incident, and a deficiency requires a named verifier and a note. There is no CAPA register: no action with an owner and a due date separate from the record that raised it, no effectiveness verification afterwards, and no preventive action distinct from a corrective one."
P14-REQ-267,Audit & Assurance,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Inspections with deficiencies and verified closure are a working assurance loop, and the platform's own audit ledger is strong. There is no HSEQ audit program: no audit plan, no schedule, no findings register separate from deficiencies, no non-conformance grading."
P14-REQ-268,HSEQ Analytics,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A safety summary reporting view exists with security_invoker, over data that is complete enough to compute from. No rate is computed: no TRIR, no LTIR, no DART, no severity rate, and no leading indicator such as observations per hours worked."
P14-REQ-269,AI HSEQ Intelligence,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"The one governed agent reads documents. Nothing applies it to safety, and under RULE-008 anything that did would propose rather than act."
P14-REQ-270,HSEQ Digital Twin,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P14-REQ-271,Safety Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-272,Incident & Near-Miss Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-273,JHA/JSA & Pre-Task Planning,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No job hazard analysis, no job safety analysis, no pre-task plan, no hazard library, and no link from a planned task to the hazards it carries."
P14-REQ-274,Permits to Work,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No permit of any kind — no confined space, no hot work, no excavation, no energized work — and therefore no permit that must be open before the work it governs may start."
P14-REQ-275,Training & Competency,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Credentials carry type, issuer, identifier, issue and expiry dates, a status kept honest against the calendar, and now a requirement matrix that blocks assignment when a mandatory one is unmet. There is no training: no course, no delivery, no attendance beyond a toolbox talk, and no competency assessment separate from holding a certificate."
P14-REQ-276,Environmental Management,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Environmental incidents are a first-class incident type, weather is captured on daily reports and rolled up from a governed connector, and inspections can record anything. There is no environmental management: no permit, no monitoring program, no discharge or dust record, no SWPPP inspection distinct from a general one."
P14-REQ-277,Quality Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-278,Compliance & Regulatory,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"OSHA recordability is modeled properly — the flag, the case number it requires, days away and days restricted, and the incident types that drive it. Nothing produces the 300 log, the 300A summary or any regulatory filing, and no other jurisdiction is modeled."
P14-REQ-279,Industrial Hygiene,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No exposure monitoring, no sampling, no noise or silica or dust record, no health surveillance."
P14-REQ-280,Emergency Management,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No emergency plan, no muster point, no drill record, no emergency contact roster, no incident command."
P14-REQ-281,Subcontractor HSEQ,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Vendors and a cross-company network rating exist, and neither is a safety qualification. No subcontractor prequalification, no insurance or EMR check, no site orientation record, no sub-tier safety performance."
P14-REQ-282,Equipment & Fleet Safety,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Assets carry meter readings that cannot run backwards, maintenance schedules driven by those meters, and work orders that cannot close without a resolution. Operator qualification can now be enforced through the credential requirement matrix by declaring a work type. There is no equipment inspection checklist, no lockout/tagout, and no defect report that takes a machine out of service."
P14-REQ-283,Public & Traffic Safety,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No traffic control plan, no public protection measure, no maintenance-of-traffic record, no complaint from the public."
P14-REQ-284,Corrective & Preventive Action,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A corrective action is required to close an incident, and a deficiency requires a named verifier and a note. There is no CAPA register: no action with an owner and a due date separate from the record that raised it, no effectiveness verification afterwards, and no preventive action distinct from a corrective one."
P14-REQ-285,Audit & Assurance,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Inspections with deficiencies and verified closure are a working assurance loop, and the platform's own audit ledger is strong. There is no HSEQ audit program: no audit plan, no schedule, no findings register separate from deficiencies, no non-conformance grading."
P14-REQ-286,HSEQ Analytics,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A safety summary reporting view exists with security_invoker, over data that is complete enough to compute from. No rate is computed: no TRIR, no LTIR, no DART, no severity rate, and no leading indicator such as observations per hours worked."
P14-REQ-287,AI HSEQ Intelligence,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"The one governed agent reads documents. Nothing applies it to safety, and under RULE-008 anything that did would propose rather than act."
P14-REQ-288,HSEQ Digital Twin,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P14-REQ-289,Safety Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-290,Incident & Near-Miss Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-291,JHA/JSA & Pre-Task Planning,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No job hazard analysis, no job safety analysis, no pre-task plan, no hazard library, and no link from a planned task to the hazards it carries."
P14-REQ-292,Permits to Work,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No permit of any kind — no confined space, no hot work, no excavation, no energized work — and therefore no permit that must be open before the work it governs may start."
P14-REQ-293,Training & Competency,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Credentials carry type, issuer, identifier, issue and expiry dates, a status kept honest against the calendar, and now a requirement matrix that blocks assignment when a mandatory one is unmet. There is no training: no course, no delivery, no attendance beyond a toolbox talk, and no competency assessment separate from holding a certificate."
P14-REQ-294,Environmental Management,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Environmental incidents are a first-class incident type, weather is captured on daily reports and rolled up from a governed connector, and inspections can record anything. There is no environmental management: no permit, no monitoring program, no discharge or dust record, no SWPPP inspection distinct from a general one."
P14-REQ-295,Quality Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-296,Compliance & Regulatory,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"OSHA recordability is modeled properly — the flag, the case number it requires, days away and days restricted, and the incident types that drive it. Nothing produces the 300 log, the 300A summary or any regulatory filing, and no other jurisdiction is modeled."
P14-REQ-297,Industrial Hygiene,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No exposure monitoring, no sampling, no noise or silica or dust record, no health surveillance."
P14-REQ-298,Emergency Management,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No emergency plan, no muster point, no drill record, no emergency contact roster, no incident command."
P14-REQ-299,Subcontractor HSEQ,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Vendors and a cross-company network rating exist, and neither is a safety qualification. No subcontractor prequalification, no insurance or EMR check, no site orientation record, no sub-tier safety performance."
P14-REQ-300,Equipment & Fleet Safety,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Assets carry meter readings that cannot run backwards, maintenance schedules driven by those meters, and work orders that cannot close without a resolution. Operator qualification can now be enforced through the credential requirement matrix by declaring a work type. There is no equipment inspection checklist, no lockout/tagout, and no defect report that takes a machine out of service."
P14-REQ-301,Public & Traffic Safety,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No traffic control plan, no public protection measure, no maintenance-of-traffic record, no complaint from the public."
P14-REQ-302,Corrective & Preventive Action,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A corrective action is required to close an incident, and a deficiency requires a named verifier and a note. There is no CAPA register: no action with an owner and a due date separate from the record that raised it, no effectiveness verification afterwards, and no preventive action distinct from a corrective one."
P14-REQ-303,Audit & Assurance,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Inspections with deficiencies and verified closure are a working assurance loop, and the platform's own audit ledger is strong. There is no HSEQ audit program: no audit plan, no schedule, no findings register separate from deficiencies, no non-conformance grading."
P14-REQ-304,HSEQ Analytics,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A safety summary reporting view exists with security_invoker, over data that is complete enough to compute from. No rate is computed: no TRIR, no LTIR, no DART, no severity rate, and no leading indicator such as observations per hours worked."
P14-REQ-305,AI HSEQ Intelligence,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"The one governed agent reads documents. Nothing applies it to safety, and under RULE-008 anything that did would propose rather than act."
P14-REQ-306,HSEQ Digital Twin,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P14-REQ-307,Safety Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-308,Incident & Near-Miss Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-309,JHA/JSA & Pre-Task Planning,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No job hazard analysis, no job safety analysis, no pre-task plan, no hazard library, and no link from a planned task to the hazards it carries."
P14-REQ-310,Permits to Work,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No permit of any kind — no confined space, no hot work, no excavation, no energized work — and therefore no permit that must be open before the work it governs may start."
P14-REQ-311,Training & Competency,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Credentials carry type, issuer, identifier, issue and expiry dates, a status kept honest against the calendar, and now a requirement matrix that blocks assignment when a mandatory one is unmet. There is no training: no course, no delivery, no attendance beyond a toolbox talk, and no competency assessment separate from holding a certificate."
P14-REQ-312,Environmental Management,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Environmental incidents are a first-class incident type, weather is captured on daily reports and rolled up from a governed connector, and inspections can record anything. There is no environmental management: no permit, no monitoring program, no discharge or dust record, no SWPPP inspection distinct from a general one."
P14-REQ-313,Quality Management,verified,built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,
P14-REQ-314,Compliance & Regulatory,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"OSHA recordability is modeled properly — the flag, the case number it requires, days away and days restricted, and the incident types that drive it. Nothing produces the 300 log, the 300A summary or any regulatory filing, and no other jurisdiction is modeled."
P14-REQ-315,Industrial Hygiene,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No exposure monitoring, no sampling, no noise or silica or dust record, no health surveillance."
P14-REQ-316,Emergency Management,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No emergency plan, no muster point, no drill record, no emergency contact roster, no incident command."
P14-REQ-317,Subcontractor HSEQ,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Vendors and a cross-company network rating exist, and neither is a safety qualification. No subcontractor prequalification, no insurance or EMR check, no site orientation record, no sub-tier safety performance."
P14-REQ-318,Equipment & Fleet Safety,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"Assets carry meter readings that cannot run backwards, maintenance schedules driven by those meters, and work orders that cannot close without a resolution. Operator qualification can now be enforced through the credential requirement matrix by declaring a work type. There is no equipment inspection checklist, no lockout/tagout, and no defect report that takes a machine out of service."
P14-REQ-319,Public & Traffic Safety,not_verified,not_built,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"No traffic control plan, no public protection measure, no maintenance-of-traffic record, no complaint from the public."
P14-REQ-320,Corrective & Preventive Action,not_verified,partial,,authorized workflow; required evidence; blocking controls where applicable; audit trail; notifications; mapped test evidence,"A corrective action is required to close an incident, and a deficiency requires a named verifier and a note. There is no CAPA register: no action with an owner and a due date separate from the record that raised it, no effectiveness verification afterwards, and no preventive action distinct from a corrective one."
