requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P25-REQ-353,Master Library Registry,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-354,Service Catalog,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-355,Service Categories,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-356,Units of Measure,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-357,Labor Resource Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-358,Crew Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-359,Equipment Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-360,Truck Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-361,Material Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-362,Subcontract Resource Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"There is no subcontractor library. Vendors exist as business records, and subcontract enters an estimate as a cost bucket, but nothing catalogs subcontract resources for reuse."
P25-REQ-363,Disposal Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-364,Assembly Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-365,Assembly Components,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-366,Production Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-367,Equipment Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-368,Labor Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-369,Material Price Library,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"materials carries a unit cost, and the material engine derives cost through waste, order multiples, minimums, freight and tax. There is no separate price library holding several prices per material by vendor and date."
P25-REQ-370,Subcontract Rate Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,No subcontract rates are cataloged.
P25-REQ-371,Truck Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-372,Haul & Disposal Rates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-373,Regional Price Profiles,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-374,Location Factors,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-375,Vendor Price Sources,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"A material can be priced from a vendor quote with an expiry, and a project quote wins the equipment rate hierarchy. There is no vendor price source table linking a vendor, a material and a dated price."
P25-REQ-376,Custom Tenant Overrides,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-377,Versioning & Effective Dates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-378,Approval & Publication,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-379,AI Proposed Writeback,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"The one AI agent proposes findings about documents. Nothing proposes a library change, so there is no writeback to govern."
P25-REQ-380,Import & Bulk Edit,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"No library import or bulk edit path exists. The seed is applied by migration, which is not the same thing."
P25-REQ-381,Search & Classification,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"services carries category, subcategory, industry and a search_text column, and app.search is permission-filtered by construction. Classification is not consistent across the other libraries."
P25-REQ-382,Audit & Provenance,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-383,Library Dependencies,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-384,Estimator Integration,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-385,Master Library Registry,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-386,Service Catalog,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-387,Service Categories,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-388,Units of Measure,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-389,Labor Resource Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-390,Crew Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-391,Equipment Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-392,Truck Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-393,Material Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-394,Subcontract Resource Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"There is no subcontractor library. Vendors exist as business records, and subcontract enters an estimate as a cost bucket, but nothing catalogs subcontract resources for reuse."
P25-REQ-395,Disposal Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-396,Assembly Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-397,Assembly Components,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-398,Production Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-399,Equipment Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-400,Labor Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
