requirement_id,domain,aspect,verification,subject_exists,aspect_status,gap,evidence
GES-P08-REQ-104,Customer Portal,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-105,Customer Portal,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-106,Customer Portal,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-107,Customer Portal,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-108,Customer Portal,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-109,Customer Success,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no success record exists. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-110,Customer Success,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-111,Customer Success,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-112,Customer Success,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-113,Customer Success,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-114,Customer Success,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-115,Customer Success,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-116,Customer Success,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-117,Customer Success,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No health score, no renewal, no success plan, no check-in, no churn signal.",
GES-P08-REQ-118,Warranty & Service,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no warranty or service record exists. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-119,Warranty & Service,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-120,Warranty & Service,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-121,Warranty & Service,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-122,Warranty & Service,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-123,Warranty & Service,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-124,Warranty & Service,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-125,Warranty & Service,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-126,Warranty & Service,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No warranty term, no coverage, no service request, no callback, no punch list after closeout. A work order can be typed as warranty in the fleet module, which is about machines rather than delivered work.",
GES-P08-REQ-127,Reputation & Reviews,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no review record exists. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-128,Reputation & Reviews,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-129,Reputation & Reviews,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-130,Reputation & Reviews,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-131,Reputation & Reviews,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-132,Reputation & Reviews,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-133,Reputation & Reviews,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-134,Reputation & Reviews,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-135,Reputation & Reviews,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No review, no rating, no survey, no reputation of any kind.",
GES-P08-REQ-136,Referral Management,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no referral record exists. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-137,Referral Management,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-138,Referral Management,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-139,Referral Management,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-140,Referral Management,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-141,Referral Management,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-142,Referral Management,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-143,Referral Management,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-144,Referral Management,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No referral, no referrer, no reward, no tracking.",
GES-P08-REQ-145,Partner & Channel Management,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no partner record exists. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-146,Partner & Channel Management,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-147,Partner & Channel Management,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-148,Partner & Channel Management,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-149,Partner & Channel Management,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-150,Partner & Channel Management,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-151,Partner & Channel Management,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-152,Partner & Channel Management,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-153,Partner & Channel Management,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No partner, no channel, no deal registration, no margin. Vendors and subcontractors exist in procurement and are a supply relationship, not a sales channel.",
GES-P08-REQ-154,AI Sales Intelligence,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no sales AI record exists. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-155,AI Sales Intelligence,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-156,AI Sales Intelligence,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-157,AI Sales Intelligence,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-158,AI Sales Intelligence,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-159,AI Sales Intelligence,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-160,AI Sales Intelligence,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-161,AI Sales Intelligence,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-162,AI Sales Intelligence,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No sales AI. The one governed agent reads drawings and is capped at draft authority; nothing scores, summarizes or recommends on a customer or an opportunity.",
GES-P08-REQ-163,Revenue Forecasting,governed records within tenant boundaries,not_verified,partial,met,"Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-164,Revenue Forecasting,configuration without code,not_verified,partial,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
