requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P30-REQ-243,Commercial Security,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-244,Privacy/Tax Data,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No tax identity is held, and no retention or deletion policy governs the commercial data that is — the same absence P28 recorded platform-wide."
P30-REQ-245,Dispute Handling,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No chargeback handling, no dispute record, no evidence submission."
P30-REQ-246,Refund Governance,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No refund can be issued, approved or recorded here."
P30-REQ-247,Commercial Incident Response,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,No billing incident process — the commercial face of the detection and response gap P28 named.
P30-REQ-248,Migration/Grandfathering,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-249,Feature Deprecation,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Plan versioning makes removing a feature safe for existing customers, which is the hard half. There is no deprecation process: no sunset date, no notice, nothing that reports who is still on a version carrying a feature being withdrawn."
P30-REQ-250,Plan Versioning,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-251,Customer Communications,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The notifications table carries a billing category and nothing writes to it. No invoice email, no renewal notice, no dunning message, no plan change confirmation."
P30-REQ-252,Self-Service Admin,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-253,SaaS Control Plane,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The pieces a control plane governs exist — catalog, versions, entitlements, provisioning, usage. There is no operator surface above them: no screen or API through which somebody running the platform administers tenants, grants, or plan publication."
P30-REQ-254,Tenant Lifecycle,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A company is provisioned with its owner, role, entitlement and trial in one governed call. Nothing suspends, offboards or deletes one: there is no end to the lifecycle, and no export before deletion."
P30-REQ-255,Plans & Packaging,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-256,Product Catalog,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-257,Pricing Models,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Per-seat licensed and metered usage types are both modeled, with monthly and annual intervals and quantity carried from Stripe. There is no tiered, graduated or volume pricing, and no overage rate for exceeding an allowance."
P30-REQ-258,Subscription Lifecycle,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-259,Billing Accounts,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A Stripe customer id ties a company to its billing. There is no billing account of GrounUp's own: no billing contact distinct from the owner, no billing address, no purchase order number, no separate bill-to entity for a group."
P30-REQ-260,Invoices,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-261,Payments,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The default payment method's brand and last four digits are carried for display, and payment success or failure moves the subscription status. No payment is recorded as an event, so there is no payment history independent of Stripe."
P30-REQ-262,Credits & Adjustments,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No credit note, no manual adjustment, no goodwill credit. Nothing can reduce what a customer owes inside GrounUp."
P30-REQ-263,Taxes & Jurisdiction,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No tax calculation, no jurisdiction, no exemption certificate, no VAT or GST registration number."
P30-REQ-264,Usage Metering,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-265,Usage Aggregation,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-266,Quotas & Limits,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-267,Licensing,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Seats are counted and enforced against the plan allowance. There is no license model beyond a seat count: no named-user versus concurrent licensing, no role-priced seats, no license assignment separate from membership."
P30-REQ-268,Entitlements,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-269,Feature Flags,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A plan's feature set is entitlement, not a flag. There is no per-tenant toggle, no gradual rollout, no kill switch for a shipped feature."
P30-REQ-270,Trials,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-271,Promotions,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No promotional pricing, no campaign, no time-limited offer."
P30-REQ-272,Coupons,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No coupon, no redemption, no eligibility rule."
P30-REQ-273,Renewals,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The paid period is carried and renewal moves it forward through the webhook. Nothing notices an upcoming renewal, notifies anybody, or handles a deliberate non-renewal beyond the cancel-at-period-end flag."
P30-REQ-274,Upgrades/Downgrades,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-275,Proration,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Stripe prorates a mid-cycle change and GrounUp neither records nor displays it, so a customer asking why an invoice is an odd amount cannot be answered from here."
P30-REQ-276,Cancellation,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-277,Dunning,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The dunning window is respected rather than run: a past-due account keeps working, deliberately, because cutting a contractor off mid-bid costs more than the few days it saves. There is no dunning process of GrounUp's own — no notice, no retry schedule, no escalation, no final cut-off."
P30-REQ-278,Revenue Operations,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No revenue recognition, no deferred revenue, no ledger, no export to a finance system."
P30-REQ-279,Customer Onboarding,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Provisioning seeds a working company with a library and a trial. There is no onboarding: no guided setup, no data import, no first-run checklist, no measure of whether a customer reached value."
P30-REQ-280,Provisioning,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-281,Customer Success,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No account health, no success plan, no touchpoint, no owner."
P30-REQ-282,Support,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No ticket, no case, no queue, no support entitlement by plan."
P30-REQ-283,Service Levels,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No service level is defined, measured or reported against."
P30-REQ-284,White Label,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A company's brand colors drive a derived palette checked for contrast, and documents carry its identity. The partner white-label plan exists in the catalog with no partner administration behind it, and there is no per-tenant application shell, domain or login page."
P30-REQ-285,Brand Themes,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-286,Custom Domains,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No custom domain, no certificate handling, no per-domain routing."
P30-REQ-287,Email Branding,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The platform sends no email at all, so there is none to brand."
P30-REQ-288,Document Branding,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-289,Reseller/Partner,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A white-label partner plan row exists in the catalog. There is no partner: no reseller hierarchy, no margin, no partner-billed tenant."
P30-REQ-290,Marketplace,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,Not built and not planned. A marketplace is in the class of capability the traceability rules exclude globally.
P30-REQ-291,Integration Catalog,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Connectors exist and are governed — weather, and the ingestion pipeline — with an integrations settings surface. There is no catalog: nothing lists available integrations, records which a tenant has enabled, or gates them by plan."
P30-REQ-292,API Access Plans,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-293,Webhooks,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Inbound webhooks from Stripe are verified, deduplicated and recorded to a standard the rest of the platform is held to. There are no outbound webhooks: a customer cannot subscribe to events from GrounUp."
P30-REQ-294,Data Export Entitlements,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No export permission exists anywhere in the platform, so exports cannot be entitled, limited or metered by plan."
P30-REQ-295,AI Usage Entitlements,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"An AI credit allowance is published on the plan version, carried on the entitlement, metered on every run as a `usage_events` row, and since migration 0039 enforced: the document analyst refuses a request once the period's allowance is spent, with a message saying when it resets. What remains is that the allowance is counted in requests rather than tokens, so a large document and a small one cost the same credit, and there is no soft warning before the hard stop."
P30-REQ-296,Storage Entitlements,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A storage allowance is published and carried. Nothing measures stored bytes, so there is nothing to enforce it against — the one half of the metering gap that is still real."
P30-REQ-297,Seat Management,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Seats are limited and an invitation consumes one, refused past the allowance with a message naming the plan. There is no seat management: no reclaiming a seat from a departed user, no pending-invitation expiry, no view of who holds one."
P30-REQ-298,Project/Company Limits,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Active projects are enforced against the plan allowance, and archived or closed work stops counting. The company limit — how many companies one subscription may carry — is published and not enforced."
P30-REQ-299,Regional Packaging,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A currency column on the price, and nothing else. No regional plan, no local pricing, no per-region availability."
P30-REQ-300,Contracted Enterprise Plans,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A manual grant is the mechanism, and it is properly governed: it must name who granted it and why, and it is the one entitlement allowed to differ from its plan version. There is no contract record behind it — no term, no committed value, no renewal date, no signature."
P30-REQ-301,Billing Audit,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-302,Commercial Analytics,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No revenue reporting: no MRR, no ARR, no cohort, no plan mix."
P30-REQ-303,Customer Health,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No usage-based health score, no risk signal, no engagement measure."
P30-REQ-304,Churn/Retention,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Cancellation is recorded. Nothing analyzes it: no churn rate, no reason capture, no retention offer."
P30-REQ-305,Expansion Revenue,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Upgrades happen and are not measured as expansion. No upsell signal, no seat growth reporting."
P30-REQ-306,Commercial Security,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-307,Privacy/Tax Data,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No tax identity is held, and no retention or deletion policy governs the commercial data that is — the same absence P28 recorded platform-wide."
P30-REQ-308,Dispute Handling,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No chargeback handling, no dispute record, no evidence submission."
P30-REQ-309,Refund Governance,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No refund can be issued, approved or recorded here."
P30-REQ-310,Commercial Incident Response,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,No billing incident process — the commercial face of the detection and response gap P28 named.
P30-REQ-311,Migration/Grandfathering,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-312,Feature Deprecation,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Plan versioning makes removing a feature safe for existing customers, which is the hard half. There is no deprecation process: no sunset date, no notice, nothing that reports who is still on a version carrying a feature being withdrawn."
P30-REQ-313,Plan Versioning,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-314,Customer Communications,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The notifications table carries a billing category and nothing writes to it. No invoice email, no renewal notice, no dunning message, no plan change confirmation."
P30-REQ-315,Self-Service Admin,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-316,SaaS Control Plane,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The pieces a control plane governs exist — catalog, versions, entitlements, provisioning, usage. There is no operator surface above them: no screen or API through which somebody running the platform administers tenants, grants, or plan publication."
P30-REQ-317,Tenant Lifecycle,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A company is provisioned with its owner, role, entitlement and trial in one governed call. Nothing suspends, offboards or deletes one: there is no end to the lifecycle, and no export before deletion."
P30-REQ-318,Plans & Packaging,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-319,Product Catalog,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-320,Pricing Models,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Per-seat licensed and metered usage types are both modeled, with monthly and annual intervals and quantity carried from Stripe. There is no tiered, graduated or volume pricing, and no overage rate for exceeding an allowance."
P30-REQ-321,Subscription Lifecycle,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-322,Billing Accounts,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A Stripe customer id ties a company to its billing. There is no billing account of GrounUp's own: no billing contact distinct from the owner, no billing address, no purchase order number, no separate bill-to entity for a group."
P30-REQ-323,Invoices,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-324,Payments,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The default payment method's brand and last four digits are carried for display, and payment success or failure moves the subscription status. No payment is recorded as an event, so there is no payment history independent of Stripe."
P30-REQ-325,Credits & Adjustments,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No credit note, no manual adjustment, no goodwill credit. Nothing can reduce what a customer owes inside GrounUp."
P30-REQ-326,Taxes & Jurisdiction,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No tax calculation, no jurisdiction, no exemption certificate, no VAT or GST registration number."
P30-REQ-327,Usage Metering,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-328,Usage Aggregation,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-329,Quotas & Limits,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-330,Licensing,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Seats are counted and enforced against the plan allowance. There is no license model beyond a seat count: no named-user versus concurrent licensing, no role-priced seats, no license assignment separate from membership."
P30-REQ-331,Entitlements,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-332,Feature Flags,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A plan's feature set is entitlement, not a flag. There is no per-tenant toggle, no gradual rollout, no kill switch for a shipped feature."
P30-REQ-333,Trials,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-334,Promotions,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No promotional pricing, no campaign, no time-limited offer."
P30-REQ-335,Coupons,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No coupon, no redemption, no eligibility rule."
P30-REQ-336,Renewals,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The paid period is carried and renewal moves it forward through the webhook. Nothing notices an upcoming renewal, notifies anybody, or handles a deliberate non-renewal beyond the cancel-at-period-end flag."
P30-REQ-337,Upgrades/Downgrades,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-338,Proration,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Stripe prorates a mid-cycle change and GrounUp neither records nor displays it, so a customer asking why an invoice is an odd amount cannot be answered from here."
P30-REQ-339,Cancellation,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-340,Dunning,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The dunning window is respected rather than run: a past-due account keeps working, deliberately, because cutting a contractor off mid-bid costs more than the few days it saves. There is no dunning process of GrounUp's own — no notice, no retry schedule, no escalation, no final cut-off."
P30-REQ-341,Revenue Operations,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No revenue recognition, no deferred revenue, no ledger, no export to a finance system."
P30-REQ-342,Customer Onboarding,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Provisioning seeds a working company with a library and a trial. There is no onboarding: no guided setup, no data import, no first-run checklist, no measure of whether a customer reached value."
P30-REQ-343,Provisioning,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-344,Customer Success,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No account health, no success plan, no touchpoint, no owner."
P30-REQ-345,Support,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No ticket, no case, no queue, no support entitlement by plan."
P30-REQ-346,Service Levels,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No service level is defined, measured or reported against."
P30-REQ-347,White Label,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A company's brand colors drive a derived palette checked for contrast, and documents carry its identity. The partner white-label plan exists in the catalog with no partner administration behind it, and there is no per-tenant application shell, domain or login page."
P30-REQ-348,Brand Themes,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-349,Custom Domains,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No custom domain, no certificate handling, no per-domain routing."
P30-REQ-350,Email Branding,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"The platform sends no email at all, so there is none to brand."
P30-REQ-351,Document Branding,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-352,Reseller/Partner,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A white-label partner plan row exists in the catalog. There is no partner: no reseller hierarchy, no margin, no partner-billed tenant."
P30-REQ-353,Marketplace,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,Not built and not planned. A marketplace is in the class of capability the traceability rules exclude globally.
P30-REQ-354,Integration Catalog,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Connectors exist and are governed — weather, and the ingestion pipeline — with an integrations settings surface. There is no catalog: nothing lists available integrations, records which a tenant has enabled, or gates them by plan."
P30-REQ-355,API Access Plans,verified,built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,
P30-REQ-356,Webhooks,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Inbound webhooks from Stripe are verified, deduplicated and recorded to a standard the rest of the platform is held to. There are no outbound webhooks: a customer cannot subscribe to events from GrounUp."
P30-REQ-357,Data Export Entitlements,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"No export permission exists anywhere in the platform, so exports cannot be entitled, limited or metered by plan."
P30-REQ-358,AI Usage Entitlements,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"An AI credit allowance is published on the plan version, carried on the entitlement, metered on every run as a `usage_events` row, and since migration 0039 enforced: the document analyst refuses a request once the period's allowance is spent, with a message saying when it resets. What remains is that the allowance is counted in requests rather than tokens, so a large document and a small one cost the same credit, and there is no soft warning before the hard stop."
P30-REQ-359,Storage Entitlements,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A storage allowance is published and carried. Nothing measures stored bytes, so there is nothing to enforce it against — the one half of the metering gap that is still real."
P30-REQ-360,Seat Management,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Seats are limited and an invitation consumes one, refused past the allowance with a message naming the plan. There is no seat management: no reclaiming a seat from a departed user, no pending-invitation expiry, no view of who holds one."
P30-REQ-361,Project/Company Limits,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"Active projects are enforced against the plan allowance, and archived or closed work stops counting. The company limit — how many companies one subscription may carry — is published and not enforced."
P30-REQ-362,Regional Packaging,not_verified,not_built,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A currency column on the price, and nothing else. No regional plan, no local pricing, no per-region availability."
P30-REQ-363,Contracted Enterprise Plans,not_verified,partial,,plan/version; tenant scope; entitlement or billing effect; lifecycle transition; audit evidence; failure/retry behavior; security boundary; mapped tests,"A manual grant is the mechanism, and it is properly governed: it must name who granted it and why, and it is the one entitlement allowed to differ from its plan version. There is no contract record behind it — no term, no committed value, no renewal date, no signature."
