requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P26-REQ-334,Regional Pricing,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-335,Vendor Quote Override,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-336,Snapshot Reproducibility,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-337,Service Catalog Writeback,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,An estimator-created service cannot be approved back into the catalog.
P26-REQ-338,AI Estimate Assist,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,The one AI agent analyses documents. Nothing assists with an estimate.
P26-REQ-339,Estimate Review & Approval,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-340,Estimate Export,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-341,Proposal Handoff,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-342,Job Cost Baseline,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-343,Audit & Traceability,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-344,Estimate Lifecycle,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-345,Estimate Versions,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-346,Estimate Templates,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,No template entity or instantiation path.
P26-REQ-347,Service Selection,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"The service library exists and is three-tier, but nothing selects a service for a scope; an estimator picks it."
P26-REQ-348,Assembly Expansion,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-349,Quantity Input,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-350,Quantity Takeoff Intake,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"Documents are ingested and classified by sheet, but nothing measures; there is no takeoff to intake."
P26-REQ-351,Labor Cost,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-352,Labor Burden,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-353,Crew Composition,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-354,Crew Size Recommendation,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"The bottleneck analysis names the controlling resource, but nothing recommends a crew size."
P26-REQ-355,Equipment Selection,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,Equipment and its rates exist; nothing recommends which machine suits an operation.
P26-REQ-356,Equipment Cost,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-357,Equipment Rate Selection,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-358,Fuel Consumption,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-359,Truck Selection,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,Truck rates exist; nothing recommends a truck type for a haul.
P26-REQ-360,Truck Cycle Calculation,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-361,Truck Count,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-362,Haul Distance,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-363,Disposal Cost,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"disposal_sites carries a tipping fee and the haul engine prices disposal as part of the cycle, but no engine derives disposal cost from volume, density and fee."
P26-REQ-364,Material Cost,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-365,Material Waste,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-366,Subcontract Cost,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"Subcontract is a visible cost bucket, but no engine derives it from a scope and a quote."
P26-REQ-367,Production Rate,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-368,Production Modifiers,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-369,Duration Calculation,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-370,Work Hours & Shifts,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-371,Mobilization,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"Equipment carries a mobilization cost and the estimate has a cost_equipment_mob column, but no engine derives mobilization from distance, machine count and haul permits."
P26-REQ-372,Demobilization,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,Same as mobilization; demobilization is not separately derived.
P26-REQ-373,Indirect Costs,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-374,Contingency,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-375,Markup,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-376,Overhead & Profit,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-377,Tax & Bond,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-378,Unit Price,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-379,Bid Price,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-380,Low/High Range,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-381,Scenario Comparison,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-382,Estimate Confidence,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-383,Regional Pricing,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-384,Vendor Quote Override,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-385,Snapshot Reproducibility,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-386,Service Catalog Writeback,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,An estimator-created service cannot be approved back into the catalog.
P26-REQ-387,AI Estimate Assist,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,The one AI agent analyses documents. Nothing assists with an estimate.
P26-REQ-388,Estimate Review & Approval,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-389,Estimate Export,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-390,Proposal Handoff,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-391,Job Cost Baseline,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-392,Audit & Traceability,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-393,Estimate Lifecycle,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-394,Estimate Versions,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-395,Estimate Templates,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,No template entity or instantiation path.
P26-REQ-396,Service Selection,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"The service library exists and is three-tier, but nothing selects a service for a scope; an estimator picks it."
P26-REQ-397,Assembly Expansion,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-398,Quantity Input,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-399,Quantity Takeoff Intake,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"Documents are ingested and classified by sheet, but nothing measures; there is no takeoff to intake."
P26-REQ-400,Labor Cost,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-401,Labor Burden,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-402,Crew Composition,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-403,Crew Size Recommendation,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"The bottleneck analysis names the controlling resource, but nothing recommends a crew size."
P26-REQ-404,Equipment Selection,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,Equipment and its rates exist; nothing recommends which machine suits an operation.
P26-REQ-405,Equipment Cost,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-406,Equipment Rate Selection,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-407,Fuel Consumption,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-408,Truck Selection,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,Truck rates exist; nothing recommends a truck type for a haul.
P26-REQ-409,Truck Cycle Calculation,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-410,Truck Count,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-411,Haul Distance,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-412,Disposal Cost,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"disposal_sites carries a tipping fee and the haul engine prices disposal as part of the cycle, but no engine derives disposal cost from volume, density and fee."
P26-REQ-413,Material Cost,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-414,Material Waste,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-415,Subcontract Cost,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"Subcontract is a visible cost bucket, but no engine derives it from a scope and a quote."
P26-REQ-416,Production Rate,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-417,Production Modifiers,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-418,Duration Calculation,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-419,Work Hours & Shifts,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-420,Mobilization,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"Equipment carries a mobilization cost and the estimate has a cost_equipment_mob column, but no engine derives mobilization from distance, machine count and haul permits."
P26-REQ-421,Demobilization,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,Same as mobilization; demobilization is not separately derived.
P26-REQ-422,Indirect Costs,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-423,Contingency,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-424,Markup,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-425,Overhead & Profit,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-426,Tax & Bond,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-427,Unit Price,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-428,Bid Price,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-429,Low/High Range,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-430,Scenario Comparison,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-431,Estimate Confidence,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-432,Regional Pricing,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-433,Vendor Quote Override,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-434,Snapshot Reproducibility,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-435,Service Catalog Writeback,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,An estimator-created service cannot be approved back into the catalog.
P26-REQ-436,AI Estimate Assist,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,The one AI agent analyses documents. Nothing assists with an estimate.
P26-REQ-437,Estimate Review & Approval,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-438,Estimate Export,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-439,Proposal Handoff,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-440,Job Cost Baseline,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-441,Audit & Traceability,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-442,Estimate Lifecycle,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-443,Estimate Versions,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-444,Estimate Templates,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,No template entity or instantiation path.
P26-REQ-445,Service Selection,not_verified,partial,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"The service library exists and is three-tier, but nothing selects a service for a scope; an estimator picks it."
P26-REQ-446,Assembly Expansion,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-447,Quantity Input,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-448,Quantity Takeoff Intake,not_verified,not_built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,"Documents are ingested and classified by sheet, but nothing measures; there is no takeoff to intake."
P26-REQ-449,Labor Cost,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
P26-REQ-450,Labor Burden,verified,built,,inputs; library snapshot/version; formulas/rules; units; output values; rounding; scenario behavior; overrides; audit lineage; mapped tests,
