requirement_id,domain,aspect,verification,subject_exists,aspect_status,gap,evidence
GES-P10-REQ-153,Tax & Regulatory Finance,immutable audit event for every action,not_verified,no,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-154,Tax & Regulatory Finance,role-based and attribute-based access control,not_verified,no,met,"Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-155,Tax & Regulatory Finance,"effective dating, versioning and historical reconstruction",not_verified,no,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-156,Tax & Regulatory Finance,source-to-ledger balance validation,not_verified,no,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-157,Tax & Regulatory Finance,configurable statuses and state transitions,not_verified,no,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-158,Tax & Regulatory Finance,governed APIs and event notifications,not_verified,no,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-159,Tax & Regulatory Finance,"dashboards, drill-downs and exportable reports",not_verified,no,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-160,Tax & Regulatory Finance,"attachments, notes, evidence and source-document lineage",not_verified,no,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-161,Tax & Regulatory Finance,multi-company and intercompany processing,not_verified,no,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-162,Tax & Regulatory Finance,configurable accounting dimensions,not_verified,no,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-163,Tax & Regulatory Finance,"duplicate, anomaly and policy-exception detection",not_verified,no,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-164,Tax & Regulatory Finance,"period controls, cutoff validation and posting-date governance",not_verified,no,met,"Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-165,Tax & Regulatory Finance,traceability from operational transaction to financial statement,not_verified,no,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-166,Procurement Finance,tenant-scoped records,verified,yes,met,,"Every financial table carries company_id with row level security enabled and forced, policies generated by two audited helpers rather than written by hand, and app.enforce_tenant_parent refusing a child row attached to a parent owned by another company. 460 database tests run against real PostgreSQL with two provisioned companies. Subject: Purchase orders with committed cost, quote leveling, deliveries, inventory with a transaction ledger, and three-way match into payables."
GES-P10-REQ-167,Procurement Finance,configurable approval thresholds and routing,not_verified,yes,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation.",
GES-P10-REQ-168,Procurement Finance,immutable audit event for every action,not_verified,yes,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse.",
GES-P10-REQ-169,Procurement Finance,role-based and attribute-based access control,verified,yes,met,,"Role-based: named roles carry explicit permission arrays and an approval tier, checked by app.has_permission with wildcards honored only as the whole grant. Attribute-based: a membership's project_scope narrows a user to named projects, every policy predicates on the row's own company_id, and contracts are readable under finance.read while written under estimates.approve, so a role can draft one without seeing the portfolio's financial position. Subject: Purchase orders with committed cost, quote leveling, deliveries, inventory with a transaction ledger, and three-way match into payables."
GES-P10-REQ-170,Procurement Finance,"effective dating, versioning and historical reconstruction",not_verified,yes,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood.",
GES-P10-REQ-171,Procurement Finance,source-to-ledger balance validation,not_verified,yes,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced.",
GES-P10-REQ-172,Procurement Finance,configurable statuses and state transitions,not_verified,yes,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own.",
GES-P10-REQ-173,Procurement Finance,governed APIs and event notifications,not_verified,yes,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed.",
GES-P10-REQ-174,Procurement Finance,"dashboards, drill-downs and exportable reports",not_verified,yes,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded.",
GES-P10-REQ-175,Procurement Finance,"attachments, notes, evidence and source-document lineage",not_verified,yes,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record.",
GES-P10-REQ-176,Procurement Finance,multi-company and intercompany processing,not_verified,yes,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them.",
GES-P10-REQ-177,Procurement Finance,configurable accounting dimensions,not_verified,yes,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate.",
GES-P10-REQ-178,Procurement Finance,"duplicate, anomaly and policy-exception detection",not_verified,yes,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind.",
GES-P10-REQ-179,Procurement Finance,"period controls, cutoff validation and posting-date governance",verified,yes,met,,"Migration 0034: non-overlapping accounting periods per company, enforced by an exclusion constraint so the closed-or-open answer never depends on which row was read first. Closing refuses to run over a pay application still in draft or submitted, and records who closed it and when; reopening requires an attributed reason. Postings into a closed period are refused, and so is moving an existing posting out of one, because the period total would change after it was reported either way. A company that has defined no periods is left alone rather than having a close invented for it. 20 tests. Subject: Purchase orders with committed cost, quote leveling, deliveries, inventory with a transaction ledger, and three-way match into payables."
GES-P10-REQ-180,Procurement Finance,traceability from operational transaction to financial statement,not_verified,yes,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on.",
GES-P10-REQ-181,Revenue Recognition,tenant-scoped records,not_verified,no,met,"Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-182,Revenue Recognition,configurable approval thresholds and routing,not_verified,no,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-183,Revenue Recognition,immutable audit event for every action,not_verified,no,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-184,Revenue Recognition,role-based and attribute-based access control,not_verified,no,met,"Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-185,Revenue Recognition,"effective dating, versioning and historical reconstruction",not_verified,no,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-186,Revenue Recognition,source-to-ledger balance validation,not_verified,no,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-187,Revenue Recognition,configurable statuses and state transitions,not_verified,no,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-188,Revenue Recognition,governed APIs and event notifications,not_verified,no,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-189,Revenue Recognition,"dashboards, drill-downs and exportable reports",not_verified,no,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-190,Revenue Recognition,"attachments, notes, evidence and source-document lineage",not_verified,no,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-191,Revenue Recognition,multi-company and intercompany processing,not_verified,no,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-192,Revenue Recognition,configurable accounting dimensions,not_verified,no,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-193,Revenue Recognition,"duplicate, anomaly and policy-exception detection",not_verified,no,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-194,Revenue Recognition,"period controls, cutoff validation and posting-date governance",not_verified,no,met,"Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-195,Revenue Recognition,traceability from operational transaction to financial statement,not_verified,no,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on. Subject not built: No percentage of completion, no earned revenue, no over- or under-billing calculation, no contract asset or liability.",
GES-P10-REQ-196,Integrations & Data Exchange,tenant-scoped records,verified,yes,met,,"Every financial table carries company_id with row level security enabled and forced, policies generated by two audited helpers rather than written by hand, and app.enforce_tenant_parent refusing a child row attached to a parent owned by another company. 460 database tests run against real PostgreSQL with two provisioned companies. Subject: A versioned public API generated from its own route table, scoped API keys, governed connectors, and a payroll batch export."
GES-P10-REQ-197,Integrations & Data Exchange,configurable approval thresholds and routing,not_verified,yes,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation.",
GES-P10-REQ-198,Integrations & Data Exchange,immutable audit event for every action,not_verified,yes,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse.",
GES-P10-REQ-199,Integrations & Data Exchange,role-based and attribute-based access control,verified,yes,met,,"Role-based: named roles carry explicit permission arrays and an approval tier, checked by app.has_permission with wildcards honored only as the whole grant. Attribute-based: a membership's project_scope narrows a user to named projects, every policy predicates on the row's own company_id, and contracts are readable under finance.read while written under estimates.approve, so a role can draft one without seeing the portfolio's financial position. Subject: A versioned public API generated from its own route table, scoped API keys, governed connectors, and a payroll batch export."
GES-P10-REQ-200,Integrations & Data Exchange,"effective dating, versioning and historical reconstruction",not_verified,yes,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood.",
GES-P10-REQ-201,Integrations & Data Exchange,source-to-ledger balance validation,not_verified,yes,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced.",
GES-P10-REQ-202,Integrations & Data Exchange,configurable statuses and state transitions,not_verified,yes,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own.",
GES-P10-REQ-203,Integrations & Data Exchange,governed APIs and event notifications,not_verified,yes,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed.",
GES-P10-REQ-204,Integrations & Data Exchange,"dashboards, drill-downs and exportable reports",not_verified,yes,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded.",
GES-P10-REQ-205,Integrations & Data Exchange,"attachments, notes, evidence and source-document lineage",not_verified,yes,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record.",
GES-P10-REQ-206,Integrations & Data Exchange,multi-company and intercompany processing,not_verified,yes,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them.",
GES-P10-REQ-207,Integrations & Data Exchange,configurable accounting dimensions,not_verified,yes,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate.",
GES-P10-REQ-208,Integrations & Data Exchange,"duplicate, anomaly and policy-exception detection",not_verified,yes,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind.",
GES-P10-REQ-209,Integrations & Data Exchange,"period controls, cutoff validation and posting-date governance",not_verified,yes,not_met,not_met — an integration has no posting-dated record of its own for a period to govern.,
GES-P10-REQ-210,Integrations & Data Exchange,traceability from operational transaction to financial statement,not_verified,yes,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on.",
GES-P10-REQ-211,AI Financial Intelligence,tenant-scoped records,not_verified,no,met,"Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-212,AI Financial Intelligence,configurable approval thresholds and routing,not_verified,no,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-213,AI Financial Intelligence,immutable audit event for every action,not_verified,no,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-214,AI Financial Intelligence,role-based and attribute-based access control,not_verified,no,met,"Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-215,AI Financial Intelligence,"effective dating, versioning and historical reconstruction",not_verified,no,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-216,AI Financial Intelligence,source-to-ledger balance validation,not_verified,no,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-217,AI Financial Intelligence,configurable statuses and state transitions,not_verified,no,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-218,AI Financial Intelligence,governed APIs and event notifications,not_verified,no,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-219,AI Financial Intelligence,"dashboards, drill-downs and exportable reports",not_verified,no,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-220,AI Financial Intelligence,"attachments, notes, evidence and source-document lineage",not_verified,no,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-221,AI Financial Intelligence,multi-company and intercompany processing,not_verified,no,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-222,AI Financial Intelligence,configurable accounting dimensions,not_verified,no,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-223,AI Financial Intelligence,"duplicate, anomaly and policy-exception detection",not_verified,no,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-224,AI Financial Intelligence,"period controls, cutoff validation and posting-date governance",not_verified,no,met,"Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-225,AI Financial Intelligence,traceability from operational transaction to financial statement,not_verified,no,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on. Subject not built: The one governed agent reads documents. Nothing applies it to financial data, and under RULE-008 anything that did would propose rather than post.",
GES-P10-REQ-226,"Security, Audit & Compliance",tenant-scoped records,verified,yes,met,,"Every financial table carries company_id with row level security enabled and forced, policies generated by two audited helpers rather than written by hand, and app.enforce_tenant_parent refusing a child row attached to a parent owned by another company. 460 database tests run against real PostgreSQL with two provisioned companies. Subject: Row level security forced on every financial table, an append-only audit ledger no privilege level can edit, certified pay applications frozen, and the security gates that fail a migration leaving a table open."
GES-P10-REQ-227,"Security, Audit & Compliance",configurable approval thresholds and routing,not_verified,yes,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation.",
GES-P10-REQ-228,"Security, Audit & Compliance",immutable audit event for every action,not_verified,yes,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse.",
GES-P10-REQ-229,"Security, Audit & Compliance",role-based and attribute-based access control,verified,yes,met,,"Role-based: named roles carry explicit permission arrays and an approval tier, checked by app.has_permission with wildcards honored only as the whole grant. Attribute-based: a membership's project_scope narrows a user to named projects, every policy predicates on the row's own company_id, and contracts are readable under finance.read while written under estimates.approve, so a role can draft one without seeing the portfolio's financial position. Subject: Row level security forced on every financial table, an append-only audit ledger no privilege level can edit, certified pay applications frozen, and the security gates that fail a migration leaving a table open."
GES-P10-REQ-230,"Security, Audit & Compliance","effective dating, versioning and historical reconstruction",not_verified,yes,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood.",
GES-P10-REQ-231,"Security, Audit & Compliance",source-to-ledger balance validation,not_verified,yes,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced.",
GES-P10-REQ-232,"Security, Audit & Compliance",configurable statuses and state transitions,not_verified,yes,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own.",
