phase,phase_title,entity_id,name,domain,definition,key,governance
16,GIS Survey Reality Capture Drone Operations,P16-ENT-107,Orthomosaic,GIS Field Collection,Canonical geospatial/survey/reality-capture entity for Orthomosaic.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-108,OrthomosaicTile,Reality Capture QA/QC,Canonical geospatial/survey/reality-capture entity for OrthomosaicTile.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-109,LiDARSurvey,Geofencing & Location Intelligence,Canonical geospatial/survey/reality-capture entity for LiDARSurvey.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-110,LiDARStrip,Drone Media & Inspection,Canonical geospatial/survey/reality-capture entity for LiDARStrip.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-111,LiDARTrajectory,Regulatory & Flight Compliance,Canonical geospatial/survey/reality-capture entity for LiDARTrajectory.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-112,LiDARCalibration,Survey Deliverables,Canonical geospatial/survey/reality-capture entity for LiDARCalibration.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-113,PointCloud,Machine Control Handoff,Canonical geospatial/survey/reality-capture entity for PointCloud.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-114,PointCloudTile,Spatial Analytics,Canonical geospatial/survey/reality-capture entity for PointCloudTile.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-115,PointClassification,AI Geospatial Intelligence,Canonical geospatial/survey/reality-capture entity for PointClassification.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-116,PointCloudRegistration,Geospatial Digital Twin,Canonical geospatial/survey/reality-capture entity for PointCloudRegistration.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-117,PointCloudClip,GIS Core,Canonical geospatial/survey/reality-capture entity for PointCloudClip.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-118,MeshModel,Coordinate Reference Systems,Canonical geospatial/survey/reality-capture entity for MeshModel.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-119,TINSurface,Survey Control,Canonical geospatial/survey/reality-capture entity for TINSurface.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-120,DEM,GNSS Survey,Canonical geospatial/survey/reality-capture entity for DEM.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-121,DSM,Total Station Survey,Canonical geospatial/survey/reality-capture entity for DSM.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-122,DTM,Digital Levels,Canonical geospatial/survey/reality-capture entity for DTM.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-123,SurfaceVersion,Construction Layout,Canonical geospatial/survey/reality-capture entity for SurfaceVersion.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-124,SurfaceComparison,Topographic Survey,Canonical geospatial/survey/reality-capture entity for SurfaceComparison.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-125,ContourSet,Existing Conditions,Canonical geospatial/survey/reality-capture entity for ContourSet.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-126,CrossSection,Drone Operations,Canonical geospatial/survey/reality-capture entity for CrossSection.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-127,Profile,Photogrammetry,Canonical geospatial/survey/reality-capture entity for Profile.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-128,Alignment,LiDAR Reality Capture,Canonical geospatial/survey/reality-capture entity for Alignment.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-129,StationRange,Point Cloud Management,Canonical geospatial/survey/reality-capture entity for StationRange.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-130,CorridorModel,Orthomosaic Management,Canonical geospatial/survey/reality-capture entity for CorridorModel.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-131,RoadCenterline,Surface & Terrain Models,Canonical geospatial/survey/reality-capture entity for RoadCenterline.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-132,UtilityAlignment,Volumes & Earthwork,Canonical geospatial/survey/reality-capture entity for UtilityAlignment.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-133,VolumeCalculation,Progress & Change Detection,Canonical geospatial/survey/reality-capture entity for VolumeCalculation.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-134,CutFillResult,Corridor & Linear Infrastructure,Canonical geospatial/survey/reality-capture entity for CutFillResult.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-135,Stockpile,Utility Mapping,Canonical geospatial/survey/reality-capture entity for Stockpile.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-136,StockpileVolume,GIS Field Collection,Canonical geospatial/survey/reality-capture entity for StockpileVolume.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-137,EarthworkArea,Reality Capture QA/QC,Canonical geospatial/survey/reality-capture entity for EarthworkArea.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-138,BorrowArea,Geofencing & Location Intelligence,Canonical geospatial/survey/reality-capture entity for BorrowArea.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-139,WasteArea,Drone Media & Inspection,Canonical geospatial/survey/reality-capture entity for WasteArea.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-140,QuantityEvidence,Regulatory & Flight Compliance,Canonical geospatial/survey/reality-capture entity for QuantityEvidence.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-141,SwellShrinkAssumption,Survey Deliverables,Canonical geospatial/survey/reality-capture entity for SwellShrinkAssumption.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-142,ProgressCapture,Machine Control Handoff,Canonical geospatial/survey/reality-capture entity for ProgressCapture.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-143,ProgressComparison,Spatial Analytics,Canonical geospatial/survey/reality-capture entity for ProgressComparison.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-144,ChangeDetection,AI Geospatial Intelligence,Canonical geospatial/survey/reality-capture entity for ChangeDetection.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-145,ElevationDelta,Geospatial Digital Twin,Canonical geospatial/survey/reality-capture entity for ElevationDelta.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-146,PercentCompleteObservation,GIS Core,Canonical geospatial/survey/reality-capture entity for PercentCompleteObservation.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-147,Geofence,Coordinate Reference Systems,Canonical geospatial/survey/reality-capture entity for Geofence.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-148,ExclusionZone,Survey Control,Canonical geospatial/survey/reality-capture entity for ExclusionZone.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-149,WorkZone,GNSS Survey,Canonical geospatial/survey/reality-capture entity for WorkZone.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-150,HaulRoute,Total Station Survey,Canonical geospatial/survey/reality-capture entity for HaulRoute.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-151,SpatialAlert,Digital Levels,Canonical geospatial/survey/reality-capture entity for SpatialAlert.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-152,FieldMapPackage,Construction Layout,Canonical geospatial/survey/reality-capture entity for FieldMapPackage.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-153,OfflineMapPackage,Topographic Survey,Canonical geospatial/survey/reality-capture entity for OfflineMapPackage.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-154,FieldCollectionForm,Existing Conditions,Canonical geospatial/survey/reality-capture entity for FieldCollectionForm.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-155,FieldObservation,Drone Operations,Canonical geospatial/survey/reality-capture entity for FieldObservation.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-156,GeotaggedPhoto,Photogrammetry,Canonical geospatial/survey/reality-capture entity for GeotaggedPhoto.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-157,GeotaggedVideo,LiDAR Reality Capture,Canonical geospatial/survey/reality-capture entity for GeotaggedVideo.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-158,SpatialInspection,Point Cloud Management,Canonical geospatial/survey/reality-capture entity for SpatialInspection.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-159,SyncSession,Orthomosaic Management,Canonical geospatial/survey/reality-capture entity for SyncSession.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-160,AccuracySpecification,Surface & Terrain Models,Canonical geospatial/survey/reality-capture entity for AccuracySpecification.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-161,AccuracyTest,Volumes & Earthwork,Canonical geospatial/survey/reality-capture entity for AccuracyTest.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-162,RMSERecord,Progress & Change Detection,Canonical geospatial/survey/reality-capture entity for RMSERecord.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-163,ResidualRecord,Corridor & Linear Infrastructure,Canonical geospatial/survey/reality-capture entity for ResidualRecord.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-164,DensityCheck,Utility Mapping,Canonical geospatial/survey/reality-capture entity for DensityCheck.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
16,GIS Survey Reality Capture Drone Operations,P16-ENT-165,CompletenessCheck,GIS Field Collection,Canonical geospatial/survey/reality-capture entity for CompletenessCheck.,tenant_id + record_id,Spatial-reference aware; source-lineage retained; audited; project scoped
17,Machine Control GPS Field Automation,P17-ENT-001,MachineControlProject,Machine Control Core,Canonical machine-control/field-automation entity for MachineControlProject.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-002,MachineControlJob,GPS/GNSS Positioning,Canonical machine-control/field-automation entity for MachineControlJob.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-003,MachineControlFile,Localization & Calibration,Canonical machine-control/field-automation entity for MachineControlFile.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-004,MachineControlPackage,3D Models & Surfaces,Canonical machine-control/field-automation entity for MachineControlPackage.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-005,MachineControlRevision,2D Guidance,Canonical machine-control/field-automation entity for MachineControlRevision.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-006,MachineControlAssignment,3D Guidance,Canonical machine-control/field-automation entity for MachineControlAssignment.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-007,MachineControlStatus,Automatic Grade Control,Canonical machine-control/field-automation entity for MachineControlStatus.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-008,MachineControlApproval,Excavator Guidance,Canonical machine-control/field-automation entity for MachineControlApproval.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-009,DesignModel,Dozer Guidance,Canonical machine-control/field-automation entity for DesignModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-010,DesignModelVersion,Grader Guidance,Canonical machine-control/field-automation entity for DesignModelVersion.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-011,SurfaceModel,Compactor Guidance,Canonical machine-control/field-automation entity for SurfaceModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-012,SurfaceVersion,Loader & Material Handling,Canonical machine-control/field-automation entity for SurfaceVersion.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-013,AlignmentModel,Paver/Milling Guidance,Canonical machine-control/field-automation entity for AlignmentModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-014,AlignmentVersion,Trenching & Utilities,Canonical machine-control/field-automation entity for AlignmentVersion.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-015,CorridorModel,Road & Highway Machine Control,Canonical machine-control/field-automation entity for CorridorModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-016,CrossSectionModel,Site Models & Job Files,Canonical machine-control/field-automation entity for CrossSectionModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-017,ProfileModel,Field Data Sync,Canonical machine-control/field-automation entity for ProfileModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-018,LineworkModel,Machine Telemetry Integration,Canonical machine-control/field-automation entity for LineworkModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-019,SlopeModel,Operator Interface,Canonical machine-control/field-automation entity for SlopeModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-020,UtilityModel,Safety & Exclusion Controls,Canonical machine-control/field-automation entity for UtilityModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-021,PipeModel,Design Change Management,Canonical machine-control/field-automation entity for PipeModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-022,TrenchModel,As-Built & Production Capture,Canonical machine-control/field-automation entity for TrenchModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-023,PavingModel,Quality Assurance,Canonical machine-control/field-automation entity for PavingModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-024,MillingModel,Field Automation,Canonical machine-control/field-automation entity for MillingModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-025,CompactionModel,Remote Support & Diagnostics,Canonical machine-control/field-automation entity for CompactionModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-026,Localization,Device & Firmware Management,Canonical machine-control/field-automation entity for Localization.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-027,LocalizationVersion,Vendor/Platform Interoperability,Canonical machine-control/field-automation entity for LocalizationVersion.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-028,Calibration,AI Machine Intelligence,Canonical machine-control/field-automation entity for Calibration.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-029,CalibrationPoint,Machine Control Digital Twin,Canonical machine-control/field-automation entity for CalibrationPoint.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-030,CalibrationResidual,Machine Control Core,Canonical machine-control/field-automation entity for CalibrationResidual.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-031,LocalizationCheck,GPS/GNSS Positioning,Canonical machine-control/field-automation entity for LocalizationCheck.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-032,ControlPointReference,Localization & Calibration,Canonical machine-control/field-automation entity for ControlPointReference.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-033,BenchmarkReference,3D Models & Surfaces,Canonical machine-control/field-automation entity for BenchmarkReference.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-034,CRSReference,2D Guidance,Canonical machine-control/field-automation entity for CRSReference.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-035,DatumReference,3D Guidance,Canonical machine-control/field-automation entity for DatumReference.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-036,GeoidReference,Automatic Grade Control,Canonical machine-control/field-automation entity for GeoidReference.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-037,CoordinateTransformReference,Excavator Guidance,Canonical machine-control/field-automation entity for CoordinateTransformReference.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-038,Machine,Dozer Guidance,Canonical machine-control/field-automation entity for Machine.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-039,MachineClass,Grader Guidance,Canonical machine-control/field-automation entity for MachineClass.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-040,MachineModel,Compactor Guidance,Canonical machine-control/field-automation entity for MachineModel.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-041,MachineAttachment,Loader & Material Handling,Canonical machine-control/field-automation entity for MachineAttachment.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-042,ControlSystem,Paver/Milling Guidance,Canonical machine-control/field-automation entity for ControlSystem.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-043,Display,Trenching & Utilities,Canonical machine-control/field-automation entity for Display.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-044,Controller,Road & Highway Machine Control,Canonical machine-control/field-automation entity for Controller.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-045,GNSSReceiver,Site Models & Job Files,Canonical machine-control/field-automation entity for GNSSReceiver.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-046,GNSSAntenna,Field Data Sync,Canonical machine-control/field-automation entity for GNSSAntenna.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-047,IMUSensor,Machine Telemetry Integration,Canonical machine-control/field-automation entity for IMUSensor.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-048,AngleSensor,Operator Interface,Canonical machine-control/field-automation entity for AngleSensor.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-049,BladeSensor,Safety & Exclusion Controls,Canonical machine-control/field-automation entity for BladeSensor.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-050,BucketSensor,Design Change Management,Canonical machine-control/field-automation entity for BucketSensor.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-051,MastSensor,As-Built & Production Capture,Canonical machine-control/field-automation entity for MastSensor.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-052,SlopeSensor,Quality Assurance,Canonical machine-control/field-automation entity for SlopeSensor.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-053,PressureSensor,Field Automation,Canonical machine-control/field-automation entity for PressureSensor.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-054,CorrectionService,Remote Support & Diagnostics,Canonical machine-control/field-automation entity for CorrectionService.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-055,RTKSource,Device & Firmware Management,Canonical machine-control/field-automation entity for RTKSource.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-056,RTNSource,Vendor/Platform Interoperability,Canonical machine-control/field-automation entity for RTNSource.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-057,RadioLink,AI Machine Intelligence,Canonical machine-control/field-automation entity for RadioLink.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-058,CellularLink,Machine Control Digital Twin,Canonical machine-control/field-automation entity for CellularLink.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-059,PositionSolution,Machine Control Core,Canonical machine-control/field-automation entity for PositionSolution.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-060,PositionQuality,GPS/GNSS Positioning,Canonical machine-control/field-automation entity for PositionQuality.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-061,SatelliteStatus,Localization & Calibration,Canonical machine-control/field-automation entity for SatelliteStatus.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-062,MachineJobLoad,3D Models & Surfaces,Canonical machine-control/field-automation entity for MachineJobLoad.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-063,JobImport,2D Guidance,Canonical machine-control/field-automation entity for JobImport.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-064,JobExport,3D Guidance,Canonical machine-control/field-automation entity for JobExport.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-065,JobAcknowledgement,Automatic Grade Control,Canonical machine-control/field-automation entity for JobAcknowledgement.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-066,JobWithdrawal,Excavator Guidance,Canonical machine-control/field-automation entity for JobWithdrawal.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-067,JobSupersession,Dozer Guidance,Canonical machine-control/field-automation entity for JobSupersession.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-068,DeviceCompatibility,Grader Guidance,Canonical machine-control/field-automation entity for DeviceCompatibility.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-069,FirmwareVersion,Compactor Guidance,Canonical machine-control/field-automation entity for FirmwareVersion.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-070,SoftwareVersion,Loader & Material Handling,Canonical machine-control/field-automation entity for SoftwareVersion.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
17,Machine Control GPS Field Automation,P17-ENT-071,ConfigurationProfile,Paver/Milling Guidance,Canonical machine-control/field-automation entity for ConfigurationProfile.,tenant_id + record_id,Project/machine scoped; revision-aware; audited; safety/quality governed
