phase,phase_title,requirement_id,domain,priority,requirement,acceptance_criteria,version
16,GIS Survey Reality Capture Drone Operations,P16-REQ-163,Corridor & Linear Infrastructure,Must,"GrounUp shall provide governed corridor & linear infrastructure capability 163 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 163 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-164,Utility Mapping,Must,"GrounUp shall provide governed utility mapping capability 164 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 164 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-165,GIS Field Collection,Must,"GrounUp shall provide governed gis field collection capability 165 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 165 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-166,Reality Capture QA/QC,Must,"GrounUp shall provide governed reality capture qa/qc capability 166 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 166 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-167,Geofencing & Location Intelligence,Must,"GrounUp shall provide governed geofencing & location intelligence capability 167 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 167 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-168,Drone Media & Inspection,Must,"GrounUp shall provide governed drone media & inspection capability 168 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 168 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-169,Regulatory & Flight Compliance,Must,"GrounUp shall provide governed regulatory & flight compliance capability 169 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 169 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-170,Survey Deliverables,Must,"GrounUp shall provide governed survey deliverables capability 170 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 170 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-171,Machine Control Handoff,Must,"GrounUp shall provide governed machine control handoff capability 171 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 171 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-172,Spatial Analytics,Must,"GrounUp shall provide governed spatial analytics capability 172 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 172 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-173,AI Geospatial Intelligence,Must,"GrounUp shall provide governed ai geospatial intelligence capability 173 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 173 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-174,Geospatial Digital Twin,Must,"GrounUp shall provide governed geospatial digital twin capability 174 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 174 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-175,GIS Core,Must,"GrounUp shall provide governed gis core capability 175 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 175 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-176,Coordinate Reference Systems,Must,"GrounUp shall provide governed coordinate reference systems capability 176 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 176 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-177,Survey Control,Must,"GrounUp shall provide governed survey control capability 177 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 177 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-178,GNSS Survey,Must,"GrounUp shall provide governed gnss survey capability 178 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 178 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-179,Total Station Survey,Must,"GrounUp shall provide governed total station survey capability 179 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 179 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-180,Digital Levels,Must,"GrounUp shall provide governed digital levels capability 180 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 180 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-181,Construction Layout,Must,"GrounUp shall provide governed construction layout capability 181 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 181 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-182,Topographic Survey,Must,"GrounUp shall provide governed topographic survey capability 182 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 182 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-183,Existing Conditions,Must,"GrounUp shall provide governed existing conditions capability 183 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 183 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-184,Drone Operations,Must,"GrounUp shall provide governed drone operations capability 184 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 184 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-185,Photogrammetry,Must,"GrounUp shall provide governed photogrammetry capability 185 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 185 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-186,LiDAR Reality Capture,Must,"GrounUp shall provide governed lidar reality capture capability 186 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 186 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-187,Point Cloud Management,Must,"GrounUp shall provide governed point cloud management capability 187 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 187 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-188,Orthomosaic Management,Must,"GrounUp shall provide governed orthomosaic management capability 188 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 188 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-189,Surface & Terrain Models,Must,"GrounUp shall provide governed surface & terrain models capability 189 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 189 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-190,Volumes & Earthwork,Must,"GrounUp shall provide governed volumes & earthwork capability 190 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 190 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-191,Progress & Change Detection,Must,"GrounUp shall provide governed progress & change detection capability 191 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 191 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-192,Corridor & Linear Infrastructure,Must,"GrounUp shall provide governed corridor & linear infrastructure capability 192 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 192 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-193,Utility Mapping,Must,"GrounUp shall provide governed utility mapping capability 193 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 193 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-194,GIS Field Collection,Must,"GrounUp shall provide governed gis field collection capability 194 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 194 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-195,Reality Capture QA/QC,Must,"GrounUp shall provide governed reality capture qa/qc capability 195 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 195 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-196,Geofencing & Location Intelligence,Must,"GrounUp shall provide governed geofencing & location intelligence capability 196 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 196 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-197,Drone Media & Inspection,Must,"GrounUp shall provide governed drone media & inspection capability 197 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 197 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-198,Regulatory & Flight Compliance,Must,"GrounUp shall provide governed regulatory & flight compliance capability 198 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 198 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-199,Survey Deliverables,Must,"GrounUp shall provide governed survey deliverables capability 199 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 199 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-200,Machine Control Handoff,Must,"GrounUp shall provide governed machine control handoff capability 200 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 200 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-201,Spatial Analytics,Must,"GrounUp shall provide governed spatial analytics capability 201 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 201 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-202,AI Geospatial Intelligence,Must,"GrounUp shall provide governed ai geospatial intelligence capability 202 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 202 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-203,Geospatial Digital Twin,Must,"GrounUp shall provide governed geospatial digital twin capability 203 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 203 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-204,GIS Core,Must,"GrounUp shall provide governed gis core capability 204 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 204 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-205,Coordinate Reference Systems,Must,"GrounUp shall provide governed coordinate reference systems capability 205 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 205 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-206,Survey Control,Must,"GrounUp shall provide governed survey control capability 206 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 206 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-207,GNSS Survey,Must,"GrounUp shall provide governed gnss survey capability 207 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 207 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-208,Total Station Survey,Must,"GrounUp shall provide governed total station survey capability 208 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 208 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-209,Digital Levels,Must,"GrounUp shall provide governed digital levels capability 209 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 209 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-210,Construction Layout,Must,"GrounUp shall provide governed construction layout capability 210 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 210 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-211,Topographic Survey,Must,"GrounUp shall provide governed topographic survey capability 211 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 211 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-212,Existing Conditions,Must,"GrounUp shall provide governed existing conditions capability 212 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 212 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-213,Drone Operations,Must,"GrounUp shall provide governed drone operations capability 213 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 213 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-214,Photogrammetry,Must,"GrounUp shall provide governed photogrammetry capability 214 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 214 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-215,LiDAR Reality Capture,Must,"GrounUp shall provide governed lidar reality capture capability 215 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 215 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-216,Point Cloud Management,Must,"GrounUp shall provide governed point cloud management capability 216 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 216 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-217,Orthomosaic Management,Must,"GrounUp shall provide governed orthomosaic management capability 217 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 217 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-218,Surface & Terrain Models,Must,"GrounUp shall provide governed surface & terrain models capability 218 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 218 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-219,Volumes & Earthwork,Must,"GrounUp shall provide governed volumes & earthwork capability 219 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 219 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-220,Progress & Change Detection,Must,"GrounUp shall provide governed progress & change detection capability 220 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 220 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-221,Corridor & Linear Infrastructure,Must,"GrounUp shall provide governed corridor & linear infrastructure capability 221 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 221 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-222,Utility Mapping,Must,"GrounUp shall provide governed utility mapping capability 222 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 222 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-223,GIS Field Collection,Must,"GrounUp shall provide governed gis field collection capability 223 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 223 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-224,Reality Capture QA/QC,Must,"GrounUp shall provide governed reality capture qa/qc capability 224 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 224 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-225,Geofencing & Location Intelligence,Must,"GrounUp shall provide governed geofencing & location intelligence capability 225 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 225 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-226,Drone Media & Inspection,Must,"GrounUp shall provide governed drone media & inspection capability 226 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 226 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-227,Regulatory & Flight Compliance,Must,"GrounUp shall provide governed regulatory & flight compliance capability 227 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 227 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-228,Survey Deliverables,Must,"GrounUp shall provide governed survey deliverables capability 228 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 228 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-229,Machine Control Handoff,Must,"GrounUp shall provide governed machine control handoff capability 229 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 229 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-230,Spatial Analytics,Must,"GrounUp shall provide governed spatial analytics capability 230 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 230 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-231,AI Geospatial Intelligence,Must,"GrounUp shall provide governed ai geospatial intelligence capability 231 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 231 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-232,Geospatial Digital Twin,Must,"GrounUp shall provide governed geospatial digital twin capability 232 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 232 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-233,GIS Core,Must,"GrounUp shall provide governed gis core capability 233 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 233 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-234,Coordinate Reference Systems,Must,"GrounUp shall provide governed coordinate reference systems capability 234 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 234 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-235,Survey Control,Must,"GrounUp shall provide governed survey control capability 235 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 235 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-236,GNSS Survey,Must,"GrounUp shall provide governed gnss survey capability 236 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 236 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-237,Total Station Survey,Must,"GrounUp shall provide governed total station survey capability 237 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 237 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-238,Digital Levels,Must,"GrounUp shall provide governed digital levels capability 238 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 238 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-239,Construction Layout,Must,"GrounUp shall provide governed construction layout capability 239 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 239 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
16,GIS Survey Reality Capture Drone Operations,P16-REQ-240,Topographic Survey,Must,"GrounUp shall provide governed topographic survey capability 240 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history.","Verify requirement 240 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence.",v1.0.0
