phase,phase_title,engine_id,name,type,purpose,governance
15,Enterprise Document Drawing Specification Information Management,P15-ENG-045,Document Digital Twin Engine,AI-assisted,"Provides document digital twin engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-001,Coordinate Transformation Engine,Deterministic,"Provides coordinate transformation engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-002,Datum/Geoid Resolution Engine,Deterministic,"Provides datum/geoid resolution engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-003,Geometry Validation Engine,Deterministic,"Provides geometry validation engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-004,Topology Validation Engine,Deterministic,"Provides topology validation engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-005,Spatial Index Engine,Deterministic,"Provides spatial index engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-006,Survey Control Engine,Deterministic,"Provides survey control engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-007,Network Adjustment Engine,Deterministic,"Provides network adjustment engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-008,Closure Calculation Engine,Deterministic,"Provides closure calculation engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-009,GNSS Quality Engine,Deterministic,"Provides gnss quality engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-010,RTK/RTN Validation Engine,Deterministic,"Provides rtk/rtn validation engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-011,Total Station Reduction Engine,Deterministic,"Provides total station reduction engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-012,Level Closure Engine,Deterministic,"Provides level closure engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-013,Stakeout Calculation Engine,Deterministic,"Provides stakeout calculation engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-014,Station/Offset Engine,Deterministic,"Provides station/offset engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-015,Feature Coding Engine,Deterministic,"Provides feature coding engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-016,Photogrammetry Alignment Engine,Deterministic,"Provides photogrammetry alignment engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-017,Ground Control Adjustment Engine,Deterministic,"Provides ground control adjustment engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-018,Orthomosaic Engine,Deterministic,"Provides orthomosaic engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-019,LiDAR Trajectory Engine,Deterministic,"Provides lidar trajectory engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-020,Point Cloud Registration Engine,Deterministic,"Provides point cloud registration engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-021,Point Classification Engine,Deterministic,"Provides point classification engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-022,Surface/TIN Engine,Deterministic,"Provides surface/tin engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-023,Contour Engine,Deterministic,"Provides contour engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-024,Cross-Section Engine,Deterministic,"Provides cross-section engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-025,Profile Engine,Deterministic,"Provides profile engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-026,Cut/Fill Engine,Deterministic,"Provides cut/fill engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-027,Stockpile Volume Engine,Deterministic,"Provides stockpile volume engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-028,Swell/Shrink Conversion Engine,Deterministic,"Provides swell/shrink conversion engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-029,Progress Comparison Engine,Deterministic,"Provides progress comparison engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-030,Change Detection Engine,Deterministic,"Provides change detection engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-031,Geofence Engine,Deterministic,"Provides geofence engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-032,Route/Proximity Engine,Deterministic,"Provides route/proximity engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-033,Spatial Join Engine,Deterministic,"Provides spatial join engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-034,Field Offline Sync Engine,Deterministic,"Provides field offline sync engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-035,Flight Planning Engine,Deterministic,"Provides flight planning engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-036,Flight Compliance Engine,Deterministic,"Provides flight compliance engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-037,Battery Readiness Engine,Deterministic,"Provides battery readiness engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-038,Payload Readiness Engine,Deterministic,"Provides payload readiness engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-039,Reality Capture QA Engine,Deterministic,"Provides reality capture qa engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-040,RMSE/Accuracy Engine,Deterministic,"Provides rmse/accuracy engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-041,Machine Control Handoff Validator,Deterministic,"Provides machine control handoff validator using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-042,Survey Deliverable Engine,Deterministic,"Provides survey deliverable engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-043,Spatial KPI Engine,Deterministic,"Provides spatial kpi engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-044,Feature Recognition Engine,AI-assisted,"Provides feature recognition engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-045,Terrain Anomaly Engine,AI-assisted,"Provides terrain anomaly engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-046,AI Change Detection Engine,AI-assisted,"Provides ai change detection engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-047,Evidence Retrieval Engine,AI-assisted,"Provides evidence retrieval engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-048,AI Confidence Engine,AI-assisted,"Provides ai confidence engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
16,GIS Survey Reality Capture Drone Operations,P16-ENG-049,Geospatial Digital Twin Engine,AI-assisted,"Provides geospatial digital twin engine using governed spatial inputs, reference systems, quality criteria and lineage.","AI cannot certify survey accuracy, approve regulated flight authority, or publish machine-control deliverables without required human approval"
17,Machine Control GPS Field Automation,P17-ENG-001,Phase 16 Handoff Validation Engine,Deterministic,"Provides phase 16 handoff validation engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-002,Model Package Engine,Deterministic,"Provides model package engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-003,Model Revision Engine,Deterministic,"Provides model revision engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-004,Localization Validation Engine,Deterministic,"Provides localization validation engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-005,Localization Residual Engine,Deterministic,"Provides localization residual engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-006,CRS/Datum Compatibility Engine,Deterministic,"Provides crs/datum compatibility engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-007,Device Compatibility Engine,Deterministic,"Provides device compatibility engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-008,Attachment Compatibility Engine,Deterministic,"Provides attachment compatibility engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-009,Firmware Compatibility Engine,Deterministic,"Provides firmware compatibility engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-010,Job File Conversion Engine,Deterministic,"Provides job file conversion engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-011,Job File Packaging Engine,Deterministic,"Provides job file packaging engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-012,Checksum/Integrity Engine,Deterministic,"Provides checksum/integrity engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-013,Machine Assignment Engine,Deterministic,"Provides machine assignment engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-014,Operator Authorization Engine,Deterministic,"Provides operator authorization engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-015,Position Quality Engine,Deterministic,"Provides position quality engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-016,GNSS Health Engine,Deterministic,"Provides gnss health engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-017,Correction Service Health Engine,Deterministic,"Provides correction service health engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-018,2D Guidance Engine,Deterministic,"Provides 2d guidance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-019,3D Guidance Engine,Deterministic,"Provides 3d guidance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-020,Cut/Fill Engine,Deterministic,"Provides cut/fill engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-021,Grade/Slope Engine,Deterministic,"Provides grade/slope engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-022,Excavator Geometry Engine,Deterministic,"Provides excavator geometry engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-023,Dozer Blade Engine,Deterministic,"Provides dozer blade engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-024,Grader Cross-Slope Engine,Deterministic,"Provides grader cross-slope engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-025,Compactor Coverage Engine,Deterministic,"Provides compactor coverage engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-026,Compaction Pass Engine,Deterministic,"Provides compaction pass engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-027,Paving Guidance Engine,Deterministic,"Provides paving guidance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-028,Milling Depth Engine,Deterministic,"Provides milling depth engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-029,Trench/Invert Engine,Deterministic,"Provides trench/invert engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-030,Station/Offset Engine,Deterministic,"Provides station/offset engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-031,Geofence Engine,Deterministic,"Provides geofence engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-032,No-Go Zone Engine,Deterministic,"Provides no-go zone engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-033,Safety Alert Engine,Deterministic,"Provides safety alert engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-034,Tolerance Engine,Deterministic,"Provides tolerance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-035,Conformance Engine,Deterministic,"Provides conformance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-036,As-Built Engine,Deterministic,"Provides as-built engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-037,Production Capture Engine,Deterministic,"Provides production capture engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-038,Material Movement Engine,Deterministic,"Provides material movement engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-039,Sync Engine,Deterministic,"Provides sync engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-040,Offline Conflict Engine,Deterministic,"Provides offline conflict engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-041,Transfer Verification Engine,Deterministic,"Provides transfer verification engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-042,Design Change Impact Engine,Deterministic,"Provides design change impact engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-043,Withdrawal/Reissue Engine,Deterministic,"Provides withdrawal/reissue engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-044,Telemetry Correlation Engine,Deterministic,"Provides telemetry correlation engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-045,Remote Diagnostics Engine,Deterministic,"Provides remote diagnostics engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-046,Device Health Engine,Deterministic,"Provides device health engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-047,Field Automation Rules Engine,Deterministic,"Provides field automation rules engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-048,Task Sequencing Engine,Deterministic,"Provides task sequencing engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-049,Model QA Engine,AI-assisted,"Provides model qa engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-050,Anomaly Detection Engine,AI-assisted,"Provides anomaly detection engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-051,Optimization Recommendation Engine,AI-assisted,"Provides optimization recommendation engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-052,Evidence Retrieval Engine,AI-assisted,"Provides evidence retrieval engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-053,AI Confidence Engine,AI-assisted,"Provides ai confidence engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-054,Machine Control KPI Engine,AI-assisted,"Provides machine control kpi engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
17,Machine Control GPS Field Automation,P17-ENG-055,Machine Control Digital Twin Engine,AI-assisted,"Provides machine control digital twin engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
18,Enterprise Scheduling Resource Planning,P18-ENG-001,CPM Calculation Engine,Deterministic,"Provides cpm calculation engine using governed schedule logic, calendars, resource data, progress and cross-phase evidence.","AI may recommend but cannot silently alter approved baselines, contractual milestones or committed resource plans"
18,Enterprise Scheduling Resource Planning,P18-ENG-002,Forward Pass Engine,Deterministic,"Provides forward pass engine using governed schedule logic, calendars, resource data, progress and cross-phase evidence.","AI may recommend but cannot silently alter approved baselines, contractual milestones or committed resource plans"
18,Enterprise Scheduling Resource Planning,P18-ENG-003,Backward Pass Engine,Deterministic,"Provides backward pass engine using governed schedule logic, calendars, resource data, progress and cross-phase evidence.","AI may recommend but cannot silently alter approved baselines, contractual milestones or committed resource plans"
18,Enterprise Scheduling Resource Planning,P18-ENG-004,Float Calculation Engine,Deterministic,"Provides float calculation engine using governed schedule logic, calendars, resource data, progress and cross-phase evidence.","AI may recommend but cannot silently alter approved baselines, contractual milestones or committed resource plans"
