Requirement ID,Domain,Priority,Requirement,Acceptance Criteria,Entity,Workflow,Engine,API,Test Case,Status
P12-REQ-141,Mobile & Offline,Must,"The platform shall calculate governed mobile & offline records and decisions for offline inspections, work orders, parts usage, signatures, photos, sync, and conflict resolution, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the mobile & offline transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-016,P12-WF-11,P12-ENG-13,P12-API-21,P12-TC-141,Review Ready
P12-REQ-142,Fleet Intelligence,Must,"The platform shall calculate governed fleet intelligence records and decisions for health scoring, failure prediction, replacement planning, cost anomaly detection, and recommendations, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet intelligence transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-017,P12-WF-12,P12-ENG-14,P12-API-22,P12-TC-142,Review Ready
P12-REQ-143,Fleet Digital Twin,Must,"The platform shall calculate governed fleet digital twin records and decisions for live asset state combining physical, operational, maintenance, financial, location, and risk data, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet digital twin transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-018,P12-WF-13,P12-ENG-15,P12-API-23,P12-TC-143,Review Ready
P12-REQ-144,Administration & Integration,Must,"The platform shall calculate governed administration & integration records and decisions for tenant configuration, white-label settings, RBAC, APIs, events, data migration, and audit, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the administration & integration transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-019,P12-WF-14,P12-ENG-16,P12-API-24,P12-TC-144,Review Ready
P12-REQ-145,Fleet Registry,Must,"The platform shall monitor governed fleet registry records and decisions for fleet and equipment master records, ownership, classification, specifications, and lifecycle status, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet registry transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-020,P12-WF-15,P12-ENG-17,P12-API-25,P12-TC-145,Review Ready
P12-REQ-146,Asset Lifecycle,Must,"The platform shall monitor governed asset lifecycle records and decisions for acquisition, commissioning, transfer, capitalization, utilization, retirement, disposal, and replacement, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the asset lifecycle transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-021,P12-WF-16,P12-ENG-18,P12-API-26,P12-TC-146,Review Ready
P12-REQ-147,Preventive Maintenance,Must,"The platform shall monitor governed preventive maintenance records and decisions for meter-, calendar-, condition-, and risk-based preventive maintenance programs, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the preventive maintenance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-022,P12-WF-17,P12-ENG-19,P12-API-27,P12-TC-147,Review Ready
P12-REQ-148,Corrective Maintenance,Must,"The platform shall monitor governed corrective maintenance records and decisions for defect intake, diagnostics, work orders, labor, parts, repair execution, testing, and return to service, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the corrective maintenance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-023,P12-WF-18,P12-ENG-20,P12-API-28,P12-TC-148,Review Ready
P12-REQ-149,Inspections,Must,"The platform shall monitor governed inspections records and decisions for pre-use, post-use, annual, regulatory, safety, and quality inspections with mobile evidence, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the inspections transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-024,P12-WF-19,P12-ENG-21,P12-API-29,P12-TC-149,Review Ready
P12-REQ-150,Telematics & IoT,Must,"The platform shall monitor governed telematics & iot records and decisions for OEM and third-party telematics ingestion, normalization, health events, location, meter, and utilization data, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the telematics & iot transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-025,P12-WF-20,P12-ENG-22,P12-API-30,P12-TC-150,Review Ready
P12-REQ-151,Fuel & Energy,Must,"The platform shall monitor governed fuel & energy records and decisions for fuel cards, bulk tanks, mobile fueling, electric charging, idle control, consumption, and reconciliation, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fuel & energy transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-026,P12-WF-21,P12-ENG-23,P12-API-31,P12-TC-151,Review Ready
P12-REQ-152,Parts & Components,Must,"The platform shall monitor governed parts & components records and decisions for parts catalogs, serialized components, warranties, cores, inventory integration, and component history, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the parts & components transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-027,P12-WF-22,P12-ENG-24,P12-API-32,P12-TC-152,Review Ready
P12-REQ-153,Work Orders,Must,"The platform shall monitor governed work orders records and decisions for planning, approval, scheduling, assignment, execution, cost capture, closeout, and audit, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the work orders transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-028,P12-WF-23,P12-ENG-25,P12-API-33,P12-TC-153,Review Ready
P12-REQ-154,Shop Operations,Must,"The platform shall monitor governed shop operations records and decisions for shop bays, technician capacity, backlog, dispatch, tooling, calibration, and productivity, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the shop operations transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-029,P12-WF-24,P12-ENG-26,P12-API-34,P12-TC-154,Review Ready
P12-REQ-155,Field Service,Must,"The platform shall monitor governed field service records and decisions for service trucks, mobile technicians, emergency response, remote diagnostics, and site repair, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the field service transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-030,P12-WF-25,P12-ENG-27,P12-API-35,P12-TC-155,Review Ready
P12-REQ-156,Rental & Leased Assets,Must,"The platform shall monitor governed rental & leased assets records and decisions for rental intake, rate terms, utilization, off-rent, damage, extensions, and invoice validation, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the rental & leased assets transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-031,P12-WF-26,P12-ENG-28,P12-API-36,P12-TC-156,Review Ready
P12-REQ-157,Compliance,Must,"The platform shall monitor governed compliance records and decisions for registrations, permits, DOT records, emissions, inspections, certifications, and out-of-service controls, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the compliance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-032,P12-WF-01,P12-ENG-29,P12-API-37,P12-TC-157,Review Ready
P12-REQ-158,Safety & Risk,Must,"The platform shall monitor governed safety & risk records and decisions for operator authorization, defect severity, lockout/tagout, incident linkage, and critical control verification, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the safety & risk transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-033,P12-WF-02,P12-ENG-30,P12-API-38,P12-TC-158,Review Ready
P12-REQ-159,Utilization & Dispatch,Must,"The platform shall monitor governed utilization & dispatch records and decisions for availability, reservation, assignment, dispatch, location, shift use, and underutilization detection, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the utilization & dispatch transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-034,P12-WF-03,P12-ENG-31,P12-API-39,P12-TC-159,Review Ready
P12-REQ-160,Equipment Costing,Must,"The platform shall monitor governed equipment costing records and decisions for ownership cost, operating cost, internal rates, fuel, maintenance, depreciation, and project chargeback, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the equipment costing transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-035,P12-WF-04,P12-ENG-32,P12-API-40,P12-TC-160,Review Ready
P12-REQ-161,Warranty & Claims,Must,"The platform shall monitor governed warranty & claims records and decisions for coverage rules, claim preparation, evidence, recovery, denial tracking, and supplier reimbursement, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the warranty & claims transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-036,P12-WF-05,P12-ENG-01,P12-API-01,P12-TC-161,Review Ready
P12-REQ-162,Tires & Undercarriage,Must,"The platform shall monitor governed tires & undercarriage records and decisions for position tracking, measurements, rotations, replacements, wear forecasts, and cost-per-hour analysis, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the tires & undercarriage transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-037,P12-WF-06,P12-ENG-02,P12-API-02,P12-TC-162,Review Ready
P12-REQ-163,Attachments & Tools,Must,"The platform shall monitor governed attachments & tools records and decisions for attachment compatibility, custody, inspections, calibration, utilization, and loss prevention, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the attachments & tools transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-038,P12-WF-07,P12-ENG-03,P12-API-03,P12-TC-163,Review Ready
P12-REQ-164,Documents & Media,Must,"The platform shall monitor governed documents & media records and decisions for manuals, photos, invoices, inspection forms, service records, and immutable evidence, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the documents & media transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-039,P12-WF-08,P12-ENG-04,P12-API-04,P12-TC-164,Review Ready
P12-REQ-165,Mobile & Offline,Must,"The platform shall monitor governed mobile & offline records and decisions for offline inspections, work orders, parts usage, signatures, photos, sync, and conflict resolution, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the mobile & offline transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-040,P12-WF-09,P12-ENG-05,P12-API-05,P12-TC-165,Review Ready
P12-REQ-166,Fleet Intelligence,Must,"The platform shall monitor governed fleet intelligence records and decisions for health scoring, failure prediction, replacement planning, cost anomaly detection, and recommendations, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet intelligence transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-041,P12-WF-10,P12-ENG-06,P12-API-06,P12-TC-166,Review Ready
P12-REQ-167,Fleet Digital Twin,Must,"The platform shall monitor governed fleet digital twin records and decisions for live asset state combining physical, operational, maintenance, financial, location, and risk data, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet digital twin transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-042,P12-WF-11,P12-ENG-07,P12-API-07,P12-TC-167,Review Ready
P12-REQ-168,Administration & Integration,Must,"The platform shall monitor governed administration & integration records and decisions for tenant configuration, white-label settings, RBAC, APIs, events, data migration, and audit, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the administration & integration transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-043,P12-WF-12,P12-ENG-08,P12-API-08,P12-TC-168,Review Ready
P12-REQ-169,Fleet Registry,Must,"The platform shall reconcile governed fleet registry records and decisions for fleet and equipment master records, ownership, classification, specifications, and lifecycle status, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet registry transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-044,P12-WF-13,P12-ENG-09,P12-API-09,P12-TC-169,Review Ready
P12-REQ-170,Asset Lifecycle,Must,"The platform shall reconcile governed asset lifecycle records and decisions for acquisition, commissioning, transfer, capitalization, utilization, retirement, disposal, and replacement, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the asset lifecycle transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-045,P12-WF-14,P12-ENG-10,P12-API-10,P12-TC-170,Review Ready
P12-REQ-171,Preventive Maintenance,Must,"The platform shall reconcile governed preventive maintenance records and decisions for meter-, calendar-, condition-, and risk-based preventive maintenance programs, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the preventive maintenance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-046,P12-WF-15,P12-ENG-11,P12-API-11,P12-TC-171,Review Ready
P12-REQ-172,Corrective Maintenance,Must,"The platform shall reconcile governed corrective maintenance records and decisions for defect intake, diagnostics, work orders, labor, parts, repair execution, testing, and return to service, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the corrective maintenance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-047,P12-WF-16,P12-ENG-12,P12-API-12,P12-TC-172,Review Ready
P12-REQ-173,Inspections,Must,"The platform shall reconcile governed inspections records and decisions for pre-use, post-use, annual, regulatory, safety, and quality inspections with mobile evidence, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the inspections transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-048,P12-WF-17,P12-ENG-13,P12-API-13,P12-TC-173,Review Ready
P12-REQ-174,Telematics & IoT,Must,"The platform shall reconcile governed telematics & iot records and decisions for OEM and third-party telematics ingestion, normalization, health events, location, meter, and utilization data, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the telematics & iot transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-049,P12-WF-18,P12-ENG-14,P12-API-14,P12-TC-174,Review Ready
P12-REQ-175,Fuel & Energy,Must,"The platform shall reconcile governed fuel & energy records and decisions for fuel cards, bulk tanks, mobile fueling, electric charging, idle control, consumption, and reconciliation, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fuel & energy transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-050,P12-WF-19,P12-ENG-15,P12-API-15,P12-TC-175,Review Ready
P12-REQ-176,Parts & Components,Must,"The platform shall reconcile governed parts & components records and decisions for parts catalogs, serialized components, warranties, cores, inventory integration, and component history, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the parts & components transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-051,P12-WF-20,P12-ENG-16,P12-API-16,P12-TC-176,Review Ready
P12-REQ-177,Work Orders,Must,"The platform shall reconcile governed work orders records and decisions for planning, approval, scheduling, assignment, execution, cost capture, closeout, and audit, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the work orders transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-052,P12-WF-21,P12-ENG-17,P12-API-17,P12-TC-177,Review Ready
P12-REQ-178,Shop Operations,Must,"The platform shall reconcile governed shop operations records and decisions for shop bays, technician capacity, backlog, dispatch, tooling, calibration, and productivity, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the shop operations transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-053,P12-WF-22,P12-ENG-18,P12-API-18,P12-TC-178,Review Ready
P12-REQ-179,Field Service,Must,"The platform shall reconcile governed field service records and decisions for service trucks, mobile technicians, emergency response, remote diagnostics, and site repair, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the field service transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-054,P12-WF-23,P12-ENG-19,P12-API-19,P12-TC-179,Review Ready
P12-REQ-180,Rental & Leased Assets,Must,"The platform shall reconcile governed rental & leased assets records and decisions for rental intake, rate terms, utilization, off-rent, damage, extensions, and invoice validation, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the rental & leased assets transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-055,P12-WF-24,P12-ENG-20,P12-API-20,P12-TC-180,Review Ready
P12-REQ-181,Compliance,Must,"The platform shall reconcile governed compliance records and decisions for registrations, permits, DOT records, emissions, inspections, certifications, and out-of-service controls, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the compliance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-056,P12-WF-25,P12-ENG-21,P12-API-21,P12-TC-181,Review Ready
P12-REQ-182,Safety & Risk,Must,"The platform shall reconcile governed safety & risk records and decisions for operator authorization, defect severity, lockout/tagout, incident linkage, and critical control verification, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the safety & risk transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-057,P12-WF-26,P12-ENG-22,P12-API-22,P12-TC-182,Review Ready
P12-REQ-183,Utilization & Dispatch,Must,"The platform shall reconcile governed utilization & dispatch records and decisions for availability, reservation, assignment, dispatch, location, shift use, and underutilization detection, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the utilization & dispatch transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-058,P12-WF-01,P12-ENG-23,P12-API-23,P12-TC-183,Review Ready
P12-REQ-184,Equipment Costing,Must,"The platform shall reconcile governed equipment costing records and decisions for ownership cost, operating cost, internal rates, fuel, maintenance, depreciation, and project chargeback, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the equipment costing transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-059,P12-WF-02,P12-ENG-24,P12-API-24,P12-TC-184,Review Ready
P12-REQ-185,Warranty & Claims,Must,"The platform shall reconcile governed warranty & claims records and decisions for coverage rules, claim preparation, evidence, recovery, denial tracking, and supplier reimbursement, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the warranty & claims transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-060,P12-WF-03,P12-ENG-25,P12-API-25,P12-TC-185,Review Ready
P12-REQ-186,Tires & Undercarriage,Must,"The platform shall reconcile governed tires & undercarriage records and decisions for position tracking, measurements, rotations, replacements, wear forecasts, and cost-per-hour analysis, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the tires & undercarriage transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-061,P12-WF-04,P12-ENG-26,P12-API-26,P12-TC-186,Review Ready
P12-REQ-187,Attachments & Tools,Must,"The platform shall reconcile governed attachments & tools records and decisions for attachment compatibility, custody, inspections, calibration, utilization, and loss prevention, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the attachments & tools transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-062,P12-WF-05,P12-ENG-27,P12-API-27,P12-TC-187,Review Ready
P12-REQ-188,Documents & Media,Must,"The platform shall reconcile governed documents & media records and decisions for manuals, photos, invoices, inspection forms, service records, and immutable evidence, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the documents & media transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-063,P12-WF-06,P12-ENG-28,P12-API-28,P12-TC-188,Review Ready
P12-REQ-189,Mobile & Offline,Must,"The platform shall reconcile governed mobile & offline records and decisions for offline inspections, work orders, parts usage, signatures, photos, sync, and conflict resolution, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the mobile & offline transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-064,P12-WF-07,P12-ENG-29,P12-API-29,P12-TC-189,Review Ready
P12-REQ-190,Fleet Intelligence,Must,"The platform shall reconcile governed fleet intelligence records and decisions for health scoring, failure prediction, replacement planning, cost anomaly detection, and recommendations, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet intelligence transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-065,P12-WF-08,P12-ENG-30,P12-API-30,P12-TC-190,Review Ready
P12-REQ-191,Fleet Digital Twin,Must,"The platform shall reconcile governed fleet digital twin records and decisions for live asset state combining physical, operational, maintenance, financial, location, and risk data, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet digital twin transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-066,P12-WF-09,P12-ENG-31,P12-API-31,P12-TC-191,Review Ready
P12-REQ-192,Administration & Integration,Must,"The platform shall reconcile governed administration & integration records and decisions for tenant configuration, white-label settings, RBAC, APIs, events, data migration, and audit, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the administration & integration transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-067,P12-WF-10,P12-ENG-32,P12-API-32,P12-TC-192,Review Ready
P12-REQ-193,Fleet Registry,Must,"The platform shall forecast governed fleet registry records and decisions for fleet and equipment master records, ownership, classification, specifications, and lifecycle status, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the fleet registry transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-068,P12-WF-11,P12-ENG-01,P12-API-33,P12-TC-193,Review Ready
P12-REQ-194,Asset Lifecycle,Must,"The platform shall forecast governed asset lifecycle records and decisions for acquisition, commissioning, transfer, capitalization, utilization, retirement, disposal, and replacement, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the asset lifecycle transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-069,P12-WF-12,P12-ENG-02,P12-API-34,P12-TC-194,Review Ready
P12-REQ-195,Preventive Maintenance,Must,"The platform shall forecast governed preventive maintenance records and decisions for meter-, calendar-, condition-, and risk-based preventive maintenance programs, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the preventive maintenance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-070,P12-WF-13,P12-ENG-03,P12-API-35,P12-TC-195,Review Ready
P12-REQ-196,Corrective Maintenance,Must,"The platform shall forecast governed corrective maintenance records and decisions for defect intake, diagnostics, work orders, labor, parts, repair execution, testing, and return to service, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the corrective maintenance transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-071,P12-WF-14,P12-ENG-04,P12-API-36,P12-TC-196,Review Ready
P12-REQ-197,Inspections,Must,"The platform shall forecast governed inspections records and decisions for pre-use, post-use, annual, regulatory, safety, and quality inspections with mobile evidence, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the inspections transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-072,P12-WF-15,P12-ENG-05,P12-API-37,P12-TC-197,Review Ready
P12-REQ-198,Telematics & IoT,Must,"The platform shall forecast governed telematics & iot records and decisions for OEM and third-party telematics ingestion, normalization, health events, location, meter, and utilization data, with tenant isolation, role-based access, effective dating, audit history, configurable approvals, and API availability.","Given an authorized user or integration, when the telematics & iot transaction is submitted, then required fields and policies are validated, the state transition is recorded, financial and project links are preserved, exceptions are surfaced, and an immutable audit event is created.",P12-ENT-073,P12-WF-16,P12-ENG-06,P12-API-38,P12-TC-198,Review Ready
