requirement_id,domain,priority,requirement,acceptance_criteria,version
P22-REQ-189,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 189 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 189 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-190,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 190 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 190 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-191,Release Baseline,Should,"GrounUp shall enforce governed release baseline control 191 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 191 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-192,Change Control,Should,"GrounUp shall enforce governed change control control 192 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 192 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-193,Operational Handoff,Should,"GrounUp shall enforce governed operational handoff control 193 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 193 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-194,Evidence & Audit,Should,"GrounUp shall enforce governed evidence & audit control 194 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 194 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-195,Post-Lock Governance,Should,"GrounUp shall enforce governed post-lock governance control 195 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 195 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-196,Final Reconciliation,Should,"GrounUp shall enforce governed final reconciliation control 196 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 196 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-197,Enterprise Lock,Should,"GrounUp shall enforce governed enterprise lock control 197 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 197 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-198,Architecture Baseline,Should,"GrounUp shall enforce governed architecture baseline control 198 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 198 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-199,Canonical Data/API Contracts,Should,"GrounUp shall enforce governed canonical data/api contracts control 199 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 199 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-200,Security & Privacy Acceptance,Should,"GrounUp shall enforce governed security & privacy acceptance control 200 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 200 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-201,AI Governance Acceptance,Should,"GrounUp shall enforce governed ai governance acceptance control 201 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 201 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-202,Testing & UAT Acceptance,Should,"GrounUp shall enforce governed testing & uat acceptance control 202 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 202 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-203,Implementation Backlog,Should,"GrounUp shall enforce governed implementation backlog control 203 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 203 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-204,Developer Execution Contract,Should,"GrounUp shall enforce governed developer execution contract control 204 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 204 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-205,AI Coding Contract,Should,"GrounUp shall enforce governed ai coding contract control 205 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 205 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-206,Release Baseline,Should,"GrounUp shall enforce governed release baseline control 206 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 206 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-207,Change Control,Should,"GrounUp shall enforce governed change control control 207 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 207 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-208,Operational Handoff,Should,"GrounUp shall enforce governed operational handoff control 208 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 208 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-209,Evidence & Audit,Should,"GrounUp shall enforce governed evidence & audit control 209 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 209 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-210,Post-Lock Governance,Should,"GrounUp shall enforce governed post-lock governance control 210 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 210 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-211,Final Reconciliation,Should,"GrounUp shall enforce governed final reconciliation control 211 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 211 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-212,Enterprise Lock,Should,"GrounUp shall enforce governed enterprise lock control 212 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 212 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-213,Architecture Baseline,Should,"GrounUp shall enforce governed architecture baseline control 213 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 213 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-214,Canonical Data/API Contracts,Should,"GrounUp shall enforce governed canonical data/api contracts control 214 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 214 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-215,Security & Privacy Acceptance,Should,"GrounUp shall enforce governed security & privacy acceptance control 215 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 215 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-216,AI Governance Acceptance,Should,"GrounUp shall enforce governed ai governance acceptance control 216 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 216 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-217,Testing & UAT Acceptance,Should,"GrounUp shall enforce governed testing & uat acceptance control 217 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 217 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-218,Implementation Backlog,Should,"GrounUp shall enforce governed implementation backlog control 218 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 218 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-219,Developer Execution Contract,Should,"GrounUp shall enforce governed developer execution contract control 219 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 219 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-220,AI Coding Contract,Should,"GrounUp shall enforce governed ai coding contract control 220 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 220 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
