requirement_id,phase,module,status,verification,mapping_method,declared_by,rules,artifacts,tests,requirement
P25-REQ-340,P25,Haul & Disposal Rates,traced_tested,verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,"GrounUp shall implement governed haul & disposal rates capability 340 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-341,P25,Regional Price Profiles,untraced,verified,,,,,,"GrounUp shall implement governed regional price profiles capability 341 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-342,P25,Location Factors,untraced,verified,,,,,,"GrounUp shall implement governed location factors capability 342 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-343,P25,Vendor Price Sources,traced_tested,not_verified,derived,,TR-029,TBL-vendors TBL-network_vendors TBL-network_ratings UI-network,TST-db-network,"GrounUp shall implement governed vendor price sources capability 343 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-344,P25,Custom Tenant Overrides,traced_tested,verified,derived,,TR-031,TBL-companies TBL-company_memberships TBL-enterprise_groups,TST-db-rls TST-gov-registry,"GrounUp shall implement governed custom tenant overrides capability 344 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-345,P25,Versioning & Effective Dates,untraced,verified,,,,,,"GrounUp shall implement governed versioning & effective dates capability 345 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-346,P25,Approval & Publication,traced_tested,verified,derived,,TR-034,TBL-approval_requests,TST-db-rls TST-gov-registry,"GrounUp shall implement governed approval & publication capability 346 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-347,P25,AI Proposed Writeback,traced_tested,not_verified,derived,,TR-030,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models,TST-fn-plan-analysis TST-web-plans,"GrounUp shall implement governed ai proposed writeback capability 347 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-348,P25,Import & Bulk Edit,untraced,not_verified,,,,,,"GrounUp shall implement governed import & bulk edit capability 348 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-349,P25,Search & Classification,traced_tested,not_verified,derived,,TR-003 TR-042,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries TBL-knowledge_articles,TST-engine-resources TST-db-operations,"GrounUp shall implement governed search & classification capability 349 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-350,P25,Audit & Provenance,traced_tested,verified,derived,,TR-033,TBL-audit_events,TST-db-rls TST-db-operations,"GrounUp shall implement governed audit & provenance capability 350 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-351,P25,Library Dependencies,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed library dependencies capability 351 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-352,P25,Estimator Integration,traced_tested,verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed estimator integration capability 352 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-353,P25,Master Library Registry,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed master library registry capability 353 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-354,P25,Service Catalog,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed service catalog capability 354 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-355,P25,Service Categories,untraced,verified,,,,,,"GrounUp shall implement governed service categories capability 355 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-356,P25,Units of Measure,untraced,verified,,,,,,"GrounUp shall implement governed units of measure capability 356 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-357,P25,Labor Resource Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed labor resource library capability 357 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-358,P25,Crew Library,traced_tested,verified,derived,,TR-003 TR-041,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-resources TST-db-seed TST-db-rls,"GrounUp shall implement governed crew library capability 358 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-359,P25,Equipment Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed equipment library capability 359 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-360,P25,Truck Library,traced_tested,verified,derived,,TR-005 TR-041,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-trucking TST-db-seed TST-db-rls,"GrounUp shall implement governed truck library capability 360 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-361,P25,Material Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed material library capability 361 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-362,P25,Subcontract Resource Library,traced_tested,not_verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed subcontract resource library capability 362 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-363,P25,Disposal Library,traced_tested,verified,derived,,TR-005 TR-041,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-trucking TST-db-seed TST-db-rls,"GrounUp shall implement governed disposal library capability 363 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-364,P25,Assembly Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed assembly library capability 364 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-365,P25,Assembly Components,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed assembly components capability 365 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-366,P25,Production Rate Library,traced_tested,verified,derived,,TR-002 TR-041,ENG-004 TBL-production_rates TBL-production_actuals TBL-production_calibrations TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-production TST-db-seed TST-db-rls,"GrounUp shall implement governed production rate library capability 366 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-367,P25,Equipment Rate Library,traced_tested,verified,derived,,TR-004 TR-041,ENG-005 TBL-equipment TBL-equipment_rates TBL-assets TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-resources TST-db-fleet TST-db-seed TST-db-rls,"GrounUp shall implement governed equipment rate library capability 367 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-368,P25,Labor Rate Library,traced_tested,verified,derived,,TR-003 TR-041,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-resources TST-db-seed TST-db-rls,"GrounUp shall implement governed labor rate library capability 368 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-369,P25,Material Price Library,traced_tested,not_verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed material price library capability 369 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-370,P25,Subcontract Rate Library,traced_tested,not_verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed subcontract rate library capability 370 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-371,P25,Truck Rate Library,traced_tested,verified,derived,,TR-005 TR-041,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-trucking TST-db-seed TST-db-rls,"GrounUp shall implement governed truck rate library capability 371 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-372,P25,Haul & Disposal Rates,traced_tested,verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,"GrounUp shall implement governed haul & disposal rates capability 372 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-373,P25,Regional Price Profiles,untraced,verified,,,,,,"GrounUp shall implement governed regional price profiles capability 373 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-374,P25,Location Factors,untraced,verified,,,,,,"GrounUp shall implement governed location factors capability 374 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-375,P25,Vendor Price Sources,traced_tested,not_verified,derived,,TR-029,TBL-vendors TBL-network_vendors TBL-network_ratings UI-network,TST-db-network,"GrounUp shall implement governed vendor price sources capability 375 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-376,P25,Custom Tenant Overrides,traced_tested,verified,derived,,TR-031,TBL-companies TBL-company_memberships TBL-enterprise_groups,TST-db-rls TST-gov-registry,"GrounUp shall implement governed custom tenant overrides capability 376 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-377,P25,Versioning & Effective Dates,untraced,verified,,,,,,"GrounUp shall implement governed versioning & effective dates capability 377 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-378,P25,Approval & Publication,traced_tested,verified,derived,,TR-034,TBL-approval_requests,TST-db-rls TST-gov-registry,"GrounUp shall implement governed approval & publication capability 378 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-379,P25,AI Proposed Writeback,traced_tested,not_verified,derived,,TR-030,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models,TST-fn-plan-analysis TST-web-plans,"GrounUp shall implement governed ai proposed writeback capability 379 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-380,P25,Import & Bulk Edit,untraced,not_verified,,,,,,"GrounUp shall implement governed import & bulk edit capability 380 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-381,P25,Search & Classification,traced_tested,not_verified,derived,,TR-003 TR-042,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries TBL-knowledge_articles,TST-engine-resources TST-db-operations,"GrounUp shall implement governed search & classification capability 381 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-382,P25,Audit & Provenance,traced_tested,verified,derived,,TR-033,TBL-audit_events,TST-db-rls TST-db-operations,"GrounUp shall implement governed audit & provenance capability 382 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-383,P25,Library Dependencies,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed library dependencies capability 383 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-384,P25,Estimator Integration,traced_tested,verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed estimator integration capability 384 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-385,P25,Master Library Registry,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed master library registry capability 385 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-386,P25,Service Catalog,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed service catalog capability 386 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-387,P25,Service Categories,untraced,verified,,,,,,"GrounUp shall implement governed service categories capability 387 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-388,P25,Units of Measure,untraced,verified,,,,,,"GrounUp shall implement governed units of measure capability 388 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-389,P25,Labor Resource Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed labor resource library capability 389 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-390,P25,Crew Library,traced_tested,verified,derived,,TR-003 TR-041,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-resources TST-db-seed TST-db-rls,"GrounUp shall implement governed crew library capability 390 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-391,P25,Equipment Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed equipment library capability 391 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-392,P25,Truck Library,traced_tested,verified,derived,,TR-005 TR-041,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-trucking TST-db-seed TST-db-rls,"GrounUp shall implement governed truck library capability 392 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-393,P25,Material Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed material library capability 393 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-394,P25,Subcontract Resource Library,traced_tested,not_verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed subcontract resource library capability 394 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-395,P25,Disposal Library,traced_tested,verified,derived,,TR-005 TR-041,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-trucking TST-db-seed TST-db-rls,"GrounUp shall implement governed disposal library capability 395 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-396,P25,Assembly Library,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed assembly library capability 396 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-397,P25,Assembly Components,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed assembly components capability 397 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-398,P25,Production Rate Library,traced_tested,verified,derived,,TR-002 TR-041,ENG-004 TBL-production_rates TBL-production_actuals TBL-production_calibrations TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-production TST-db-seed TST-db-rls,"GrounUp shall implement governed production rate library capability 398 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-399,P25,Equipment Rate Library,traced_tested,verified,derived,,TR-004 TR-041,ENG-005 TBL-equipment TBL-equipment_rates TBL-assets TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-resources TST-db-fleet TST-db-seed TST-db-rls,"GrounUp shall implement governed equipment rate library capability 399 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P25-REQ-400,P25,Labor Rate Library,traced_tested,verified,derived,,TR-003 TR-041,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-engine-resources TST-db-seed TST-db-rls,"GrounUp shall implement governed labor rate library capability 400 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations."
P26-REQ-001,P26,Estimate Lifecycle,traced_tested,verified,derived,,TR-001 TR-005,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-quantity TST-engine-estimate TST-engine-trucking,"GrounUp shall implement governed estimate lifecycle execution capability 1 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-002,P26,Estimate Versions,traced_tested,verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed estimate versions execution capability 2 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-003,P26,Estimate Templates,traced_tested,not_verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed estimate templates execution capability 3 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-004,P26,Service Selection,untraced,not_verified,,,,,,"GrounUp shall implement governed service selection execution capability 4 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-005,P26,Assembly Expansion,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed assembly expansion execution capability 5 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-006,P26,Quantity Input,traced_tested,verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed quantity input execution capability 6 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-007,P26,Quantity Takeoff Intake,traced_tested,not_verified,derived,,TR-001,ENG-003 ENG-009 TBL-estimates TBL-estimate_versions TBL-estimate_line_items UI-estimate-workspace UI-estimates,TST-engine-quantity TST-engine-estimate,"GrounUp shall implement governed quantity takeoff intake execution capability 7 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-008,P26,Labor Cost,traced_tested,verified,derived,,TR-003,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries,TST-engine-resources,"GrounUp shall implement governed labor cost execution capability 8 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-009,P26,Labor Burden,traced_tested,verified,derived,,TR-003,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries,TST-engine-resources,"GrounUp shall implement governed labor burden execution capability 9 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-010,P26,Crew Composition,traced_tested,verified,derived,,TR-003,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries,TST-engine-resources,"GrounUp shall implement governed crew composition execution capability 10 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-011,P26,Crew Size Recommendation,untraced,not_verified,,,,,,"GrounUp shall implement governed crew size recommendation execution capability 11 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-012,P26,Equipment Selection,untraced,not_verified,,,,,,"GrounUp shall implement governed equipment selection execution capability 12 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-013,P26,Equipment Cost,traced_tested,verified,derived,,TR-004,ENG-005 TBL-equipment TBL-equipment_rates TBL-assets,TST-engine-resources TST-db-fleet,"GrounUp shall implement governed equipment cost execution capability 13 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-014,P26,Equipment Rate Selection,traced_tested,verified,derived,,TR-004,ENG-005 TBL-equipment TBL-equipment_rates TBL-assets,TST-engine-resources TST-db-fleet,"GrounUp shall implement governed equipment rate selection execution capability 14 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-015,P26,Fuel Consumption,traced_tested,verified,derived,,TR-023,TBL-assets TBL-meter_readings TBL-fuel_transactions TBL-maintenance_schedules TBL-work_orders UI-fleet,TST-db-fleet,"GrounUp shall implement governed fuel consumption execution capability 15 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-016,P26,Truck Selection,traced_tested,not_verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,"GrounUp shall implement governed truck selection execution capability 16 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-017,P26,Truck Cycle Calculation,traced_tested,verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,"GrounUp shall implement governed truck cycle calculation execution capability 17 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-018,P26,Truck Count,traced_tested,verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,"GrounUp shall implement governed truck count execution capability 18 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-019,P26,Haul Distance,traced_tested,verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,"GrounUp shall implement governed haul distance execution capability 19 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-020,P26,Disposal Cost,traced_tested,not_verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,"GrounUp shall implement governed disposal cost execution capability 20 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-021,P26,Material Cost,untraced,verified,,,,,,"GrounUp shall implement governed material cost execution capability 21 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-022,P26,Material Waste,untraced,verified,,,,,,"GrounUp shall implement governed material waste execution capability 22 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-023,P26,Subcontract Cost,untraced,not_verified,,,,,,"GrounUp shall implement governed subcontract cost execution capability 23 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-024,P26,Production Rate,traced_tested,verified,derived,,TR-002,ENG-004 TBL-production_rates TBL-production_actuals TBL-production_calibrations,TST-engine-production,"GrounUp shall implement governed production rate execution capability 24 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-025,P26,Production Modifiers,untraced,verified,,,,,,"GrounUp shall implement governed production modifiers execution capability 25 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-026,P26,Duration Calculation,traced_tested,verified,derived,,TR-002,ENG-004 TBL-production_rates TBL-production_actuals TBL-production_calibrations,TST-engine-production,"GrounUp shall implement governed duration calculation execution capability 26 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-027,P26,Work Hours & Shifts,untraced,verified,,,,,,"GrounUp shall implement governed work hours & shifts execution capability 27 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-028,P26,Mobilization,untraced,not_verified,,,,,,"GrounUp shall implement governed mobilization execution capability 28 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-029,P26,Demobilization,untraced,not_verified,,,,,,"GrounUp shall implement governed demobilization execution capability 29 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-030,P26,Indirect Costs,untraced,verified,,,,,,"GrounUp shall implement governed indirect costs execution capability 30 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-031,P26,Contingency,untraced,verified,,,,,,"GrounUp shall implement governed contingency execution capability 31 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
P26-REQ-032,P26,Markup,traced_tested,verified,derived,,TR-006,ENG-007 TBL-pricing_profiles TBL-markup_components TBL-regional_factors,TST-engine-pricing,"GrounUp shall implement governed markup execution capability 32 using versioned Phase 25 library data, explicit quantity/production assumptions, deterministic calculation lineage, tenant security and mapped acceptance evidence."
